Indice;Algoritmo;D;Tamanho;Tipo;Tempo_ms;Memoria_B
15;D-Heap-Max;4;10000;aleatorio;3.83258;40224
16;D-Heap-Max;4;10000;aleatorio;3.83508;40224
17;D-Heap-Max;4;10000;aleatorio;3.82248;40224
18;D-Heap-Max;4;10000;aleatorio;3.90738;40224
19;D-Heap-Max;4;10000;aleatorio;3.86718;40224
20;D-Heap-Max;4;10000;aleatorio;3.82348;40224
1;D-Heap-Max;8;10000;aleatorio;4.36638;40160
2;D-Heap-Max;8;10000;aleatorio;4.35958;40160
3;D-Heap-Max;8;10000;aleatorio;4.55888;40160
4;D-Heap-Max;8;10000;aleatorio;4.36688;40160
5;D-Heap-Max;8;10000;aleatorio;4.36258;40160
6;D-Heap-Max;8;10000;aleatorio;4.35268;40160
7;D-Heap-Max;8;10000;aleatorio;5.01078;40160
8;D-Heap-Max;8;10000;aleatorio;5.14028;40160
9;D-Heap-Max;8;10000;aleatorio;5.29498;40160
10;D-Heap-Max;8;10000;aleatorio;4.49058;40160
11;D-Heap-Max;8;10000;aleatorio;4.39718;40160
12;D-Heap-Max;8;10000;aleatorio;4.47968;40160
13;D-Heap-Max;8;10000;aleatorio;4.38588;40160
14;D-Heap-Max;8;10000;aleatorio;4.37028;40160
15;D-Heap-Max;8;10000;aleatorio;4.50948;40160
16;D-Heap-Max;8;10000;aleatorio;4.37558;40160
17;D-Heap-Max;8;10000;aleatorio;4.38808;40160
18;D-Heap-Max;8;10000;aleatorio;4.38288;40160
19;D-Heap-Max;8;10000;aleatorio;4.46958;40160
20;D-Heap-Max;8;10000;aleatorio;4.36718;40160
1;D-Heap-Min;2;10000;aleatorio;4.82288;40448
2;D-Heap-Min;2;10000;aleatorio;4.82488;40448
3;D-Heap-Min;2;10000;aleatorio;4.83678;40448
4;D-Heap-Min;2;10000;aleatorio;4.83688;40448
5;D-Heap-Min;2;10000;aleatorio;4.83348;40448
6;D-Heap-Min;2;10000;aleatorio;4.81428;40448
7;D-Heap-Min;2;10000;aleatorio;4.97768;40448
8;D-Heap-Min;2;10000;aleatorio;4.90308;40448
9;D-Heap-Min;2;10000;aleatorio;4.91128;40448
10;D-Heap-Min;2;10000;aleatorio;4.92318;40448
11;D-Heap-Min;2;10000;aleatorio;4.89318;40448
12;D-Heap-Min;2;10000;aleatorio;4.85078;40448
13;D-Heap-Min;2;10000;aleatorio;4.82748;40448
14;D-Heap-Min;2;10000;aleatorio;6.18307;40448
15;D-Heap-Min;2;10000;aleatorio;7.26727;40448
16;D-Heap-Min;2;10000;aleatorio;8.94996;40448
17;D-Heap-Min;2;10000;aleatorio;15.6487;40448
18;D-Heap-Min;2;10000;aleatorio;14.2348;40448
19;D-Heap-Min;2;10000;aleatorio;7.96577;40448
20;D-Heap-Min;2;10000;aleatorio;5.78498;40448
1;D-Heap-Min;3;10000;aleatorio;7.57157;40288
2;D-Heap-Min;3;10000;aleatorio;4.41188;40288
3;D-Heap-Min;3;10000;aleatorio;4.21348;40288
4;D-Heap-Min;3;10000;aleatorio;7.46247;40288
5;D-Heap-Min;3;10000;aleatorio;4.13788;40288
6;D-Heap-Min;3;10000;aleatorio;4.23818;40288
7;D-Heap-Min;3;10000;aleatorio;5.06418;40288
8;D-Heap-Min;3;10000;aleatorio;4.33298;40288
9;D-Heap-Min;3;10000;aleatorio;4.12278;40288
10;D-Heap-Min;3;10000;aleatorio;4.10248;40288
11;D-Heap-Min;3;10000;aleatorio;4.05058;40288
12;D-Heap-Min;3;10000;aleatorio;4.07548;40288
13;D-Heap-Min;3;10000;aleatorio;4.36878;40288
14;D-Heap-Min;3;10000;aleatorio;4.08208;40288
15;D-Heap-Min;3;10000;aleatorio;4.07128;40288
16;D-Heap-Min;3;10000;aleatorio;4.33008;40288
17;D-Heap-Min;3;10000;aleatorio;4.07598;40288
18;D-Heap-Min;3;10000;aleatorio;4.31128;40288
19;D-Heap-Min;3;10000;aleatorio;4.05598;40288
20;D-Heap-Min;3;10000;aleatorio;4.07898;40288
1;D-Heap-Min;4;10000;aleatorio;3.94988;40224
2;D-Heap-Min;4;10000;aleatorio;4.09488;40224
3;D-Heap-Min;4;10000;aleatorio;3.97298;40224
4;D-Heap-Min;4;10000;aleatorio;4.32488;40224
5;D-Heap-Min;4;10000;aleatorio;4.01468;40224
6;D-Heap-Min;4;10000;aleatorio;4.04088;40224
7;D-Heap-Min;4;10000;aleatorio;4.14498;40224
8;D-Heap-Min;4;10000;aleatorio;4.02178;40224
9;D-Heap-Min;4;10000;aleatorio;4.12528;40224
10;D-Heap-Min;4;10000;aleatorio;4.03538;40224
11;D-Heap-Min;4;10000;aleatorio;4.02008;40224
12;D-Heap-Min;4;10000;aleatorio;3.98068;40224
13;D-Heap-Min;4;10000;aleatorio;3.96208;40224
14;D-Heap-Min;4;10000;aleatorio;3.96788;40224
15;D-Heap-Min;4;10000;aleatorio;3.95168;40224
16;D-Heap-Min;4;10000;aleatorio;4.24318;40224
17;D-Heap-Min;4;10000;aleatorio;4.00308;40224
18;D-Heap-Min;4;10000;aleatorio;3.95638;40224
19;D-Heap-Min;4;10000;aleatorio;4.72528;40224
20;D-Heap-Min;4;10000;aleatorio;4.01818;40224
1;D-Heap-Min;8;10000;aleatorio;4.60088;40160
2;D-Heap-Min;8;10000;aleatorio;4.44708;40160
3;D-Heap-Min;8;10000;aleatorio;4.43088;40160
4;D-Heap-Min;8;10000;aleatorio;4.45728;40160
5;D-Heap-Min;8;10000;aleatorio;4.42678;40160
6;D-Heap-Min;8;10000;aleatorio;4.43318;40160
7;D-Heap-Min;8;10000;aleatorio;4.43718;40160
8;D-Heap-Min;8;10000;aleatorio;4.54728;40160
9;D-Heap-Min;8;10000;aleatorio;4.46768;40160
10;D-Heap-Min;8;10000;aleatorio;4.47948;40160
11;D-Heap-Min;8;10000;aleatorio;4.45088;40160
12;D-Heap-Min;8;10000;aleatorio;4.46588;40160
13;D-Heap-Min;8;10000;aleatorio;4.45598;40160
14;D-Heap-Min;8;10000;aleatorio;4.70328;40160
15;D-Heap-Min;8;10000;aleatorio;5.55048;40160
16;D-Heap-Min;8;10000;aleatorio;5.33598;40160
17;D-Heap-Min;8;10000;aleatorio;5.21958;40160
18;D-Heap-Min;8;10000;aleatorio;5.29568;40160
19;D-Heap-Min;8;10000;aleatorio;5.84337;40160
20;D-Heap-Min;8;10000;aleatorio;6.76357;40160
1;SmoothSort;-;10000;aleatorio;8.72946;40000
2;SmoothSort;-;10000;aleatorio;8.30046;40000
3;SmoothSort;-;10000;aleatorio;6.64857;40000
4;SmoothSort;-;10000;aleatorio;8.66026;40000
5;SmoothSort;-;10000;aleatorio;9.62926;40000
6;SmoothSort;-;10000;aleatorio;8.68036;40000
7;SmoothSort;-;10000;aleatorio;6.49237;40000
8;SmoothSort;-;10000;aleatorio;6.57097;40000
9;SmoothSort;-;10000;aleatorio;6.21187;40000
10;SmoothSort;-;10000;aleatorio;6.34857;40000
11;SmoothSort;-;10000;aleatorio;7.06547;40000
12;SmoothSort;-;10000;aleatorio;6.47777;40000
13;SmoothSort;-;10000;aleatorio;6.97697;40000
14;SmoothSort;-;10000;aleatorio;6.69517;40000
15;SmoothSort;-;10000;aleatorio;7.02957;40000
16;SmoothSort;-;10000;aleatorio;6.87507;40000
17;SmoothSort;-;10000;aleatorio;6.15687;40000
18;SmoothSort;-;10000;aleatorio;6.68397;40000
19;SmoothSort;-;10000;aleatorio;6.60707;40000
20;SmoothSort;-;10000;aleatorio;6.46767;40000
1;D-Heap-Max;2;100000;ordenado;56.9882;400544
2;D-Heap-Max;2;100000;ordenado;56.7128;400544
3;D-Heap-Max;2;100000;ordenado;56.1064;400544
4;D-Heap-Max;2;100000;ordenado;56.6509;400544
5;D-Heap-Max;2;100000;ordenado;56.1692;400544
6;D-Heap-Max;2;100000;ordenado;55.8295;400544
7;D-Heap-Max;2;100000;ordenado;55.8147;400544
8;D-Heap-Max;2;100000;ordenado;55.8927;400544
9;D-Heap-Max;2;100000;ordenado;56.0366;400544
10;D-Heap-Max;2;100000;ordenado;58.6069;400544
11;D-Heap-Max;2;100000;ordenado;70.9614;400544
12;D-Heap-Max;2;100000;ordenado;56.3288;400544
13;D-Heap-Max;2;100000;ordenado;57.5437;400544
14;D-Heap-Max;2;100000;ordenado;69.9393;400544
15;D-Heap-Max;2;100000;ordenado;56.7039;400544
16;D-Heap-Max;2;100000;ordenado;61.5947;400544
17;D-Heap-Max;2;100000;ordenado;56.0682;400544
18;D-Heap-Max;2;100000;ordenado;55.6547;400544
19;D-Heap-Max;2;100000;ordenado;56.3362;400544
20;D-Heap-Max;2;100000;ordenado;57.5479;400544
1;D-Heap-Max;3;100000;ordenado;47.4749;400352
2;D-Heap-Max;3;100000;ordenado;45.3244;400352
3;D-Heap-Max;3;100000;ordenado;45.4202;400352
4;D-Heap-Max;3;100000;ordenado;46.4581;400352
5;D-Heap-Max;3;100000;ordenado;45.7308;400352
6;D-Heap-Max;3;100000;ordenado;45.6688;400352
7;D-Heap-Max;3;100000;ordenado;50.6066;400352
8;D-Heap-Max;3;100000;ordenado;61.3443;400352
9;D-Heap-Max;3;100000;ordenado;45.277;400352
10;D-Heap-Max;3;100000;ordenado;44.815;400352
11;D-Heap-Max;3;100000;ordenado;45.6865;400352
12;D-Heap-Max;3;100000;ordenado;44.9168;400352
13;D-Heap-Max;3;100000;ordenado;45.0705;400352
14;D-Heap-Max;3;100000;ordenado;44.7153;400352
15;D-Heap-Max;3;100000;ordenado;46.0223;400352
16;D-Heap-Max;3;100000;ordenado;46.436;400352
17;D-Heap-Max;3;100000;ordenado;44.79;400352
18;D-Heap-Max;3;100000;ordenado;44.8546;400352
19;D-Heap-Max;3;100000;ordenado;44.6833;400352
20;D-Heap-Max;3;100000;ordenado;47.7925;400352
1;D-Heap-Max;4;100000;ordenado;45.0128;400288
2;D-Heap-Max;4;100000;ordenado;54.6901;400288
3;D-Heap-Max;4;100000;ordenado;56.9122;400288
4;D-Heap-Max;4;100000;ordenado;43.3796;400288
5;D-Heap-Max;4;100000;ordenado;43.0347;400288
6;D-Heap-Max;4;100000;ordenado;65.5984;400288
7;D-Heap-Max;4;100000;ordenado;42.8104;400288
8;D-Heap-Max;4;100000;ordenado;42.7141;400288
9;D-Heap-Max;4;100000;ordenado;42.7089;400288
10;D-Heap-Max;4;100000;ordenado;43.5825;400288
11;D-Heap-Max;4;100000;ordenado;42.6199;400288
12;D-Heap-Max;4;100000;ordenado;44.9084;400288
13;D-Heap-Max;4;100000;ordenado;42.6065;400288
14;D-Heap-Max;4;100000;ordenado;43.8696;400288
15;D-Heap-Max;4;100000;ordenado;42.781;400288
16;D-Heap-Max;4;100000;ordenado;42.5087;400288
17;D-Heap-Max;4;100000;ordenado;43.9745;400288
18;D-Heap-Max;4;100000;ordenado;44.418;400288
19;D-Heap-Max;4;100000;ordenado;43.3638;400288
20;D-Heap-Max;4;100000;ordenado;43.0231;400288
1;D-Heap-Max;8;100000;ordenado;62.1735;400192
2;D-Heap-Max;8;100000;ordenado;48.4129;400192
3;D-Heap-Max;8;100000;ordenado;48.5964;400192
4;D-Heap-Max;8;100000;ordenado;47.9935;400192
5;D-Heap-Max;8;100000;ordenado;49.3545;400192
6;D-Heap-Max;8;100000;ordenado;48.5362;400192
7;D-Heap-Max;8;100000;ordenado;48.182;400192
8;D-Heap-Max;8;100000;ordenado;48.5623;400192
9;D-Heap-Max;8;100000;ordenado;48.0615;400192
10;D-Heap-Max;8;100000;ordenado;48.4254;400192
11;D-Heap-Max;8;100000;ordenado;49.5573;400192
12;D-Heap-Max;8;100000;ordenado;47.9855;400192
13;D-Heap-Max;8;100000;ordenado;47.8298;400192
14;D-Heap-Max;8;100000;ordenado;48.8094;400192
15;D-Heap-Max;8;100000;ordenado;49.8877;400192
16;D-Heap-Max;8;100000;ordenado;48.8347;400192
17;D-Heap-Max;8;100000;ordenado;48.5044;400192
18;D-Heap-Max;8;100000;ordenado;49.1025;400192
19;D-Heap-Max;8;100000;ordenado;48.4878;400192
20;D-Heap-Max;8;100000;ordenado;47.9291;400192
1;D-Heap-Min;2;100000;ordenado;54.1486;400544
2;D-Heap-Min;2;100000;ordenado;55.6174;400544
3;D-Heap-Min;2;100000;ordenado;53.3682;400544
4;D-Heap-Min;2;100000;ordenado;53.3171;400544
5;D-Heap-Min;2;100000;ordenado;53.3852;400544
6;D-Heap-Min;2;100000;ordenado;53.8671;400544
7;D-Heap-Min;2;100000;ordenado;54.1145;400544
8;D-Heap-Min;2;100000;ordenado;53.5572;400544
9;D-Heap-Min;2;100000;ordenado;53.6435;400544
10;D-Heap-Min;2;100000;ordenado;54.5744;400544
11;D-Heap-Min;2;100000;ordenado;53.4918;400544
12;D-Heap-Min;2;100000;ordenado;53.4986;400544
13;D-Heap-Min;2;100000;ordenado;53.508;400544
14;D-Heap-Min;2;100000;ordenado;53.2766;400544
15;D-Heap-Min;2;100000;ordenado;53.2222;400544
16;D-Heap-Min;2;100000;ordenado;54.285;400544
17;D-Heap-Min;2;100000;ordenado;53.8255;400544
18;D-Heap-Min;2;100000;ordenado;53.6255;400544
19;D-Heap-Min;2;100000;ordenado;53.7692;400544
20;D-Heap-Min;2;100000;ordenado;59.2243;400544
1;D-Heap-Min;3;100000;ordenado;45.3097;400352
2;D-Heap-Min;3;100000;ordenado;43.7157;400352
3;D-Heap-Min;3;100000;ordenado;43.437;400352
4;D-Heap-Min;3;100000;ordenado;43.7715;400352
5;D-Heap-Min;3;100000;ordenado;43.3681;400352
6;D-Heap-Min;3;100000;ordenado;43.9256;400352
7;D-Heap-Min;3;100000;ordenado;61.9059;400352
8;D-Heap-Min;3;100000;ordenado;44.2871;400352
9;D-Heap-Min;3;100000;ordenado;44.231;400352
10;D-Heap-Min;3;100000;ordenado;44.8162;400352
11;D-Heap-Min;3;100000;ordenado;43.4156;400352
12;D-Heap-Min;3;100000;ordenado;47.0861;400352
13;D-Heap-Min;3;100000;ordenado;128.228;400352
14;D-Heap-Min;3;100000;ordenado;59.9799;400352
15;D-Heap-Min;3;100000;ordenado;49.5776;400352
16;D-Heap-Min;3;100000;ordenado;45.3188;400352
17;D-Heap-Min;3;100000;ordenado;47.7474;400352
18;D-Heap-Min;3;100000;ordenado;44.5428;400352
19;D-Heap-Min;3;100000;ordenado;45.0774;400352
20;D-Heap-Min;3;100000;ordenado;44.4864;400352
1;D-Heap-Min;4;100000;ordenado;42.2555;400288
2;D-Heap-Min;4;100000;ordenado;42.4643;400288
3;D-Heap-Min;4;100000;ordenado;41.8514;400288
4;D-Heap-Min;4;100000;ordenado;52.6306;400288
5;D-Heap-Min;4;100000;ordenado;42.3935;400288
6;D-Heap-Min;4;100000;ordenado;41.3795;400288
7;D-Heap-Min;4;100000;ordenado;42.1363;400288
8;D-Heap-Min;4;100000;ordenado;44.0074;400288
9;D-Heap-Min;4;100000;ordenado;42.0567;400288
10;D-Heap-Min;4;100000;ordenado;42.7596;400288
11;D-Heap-Min;4;100000;ordenado;44.2313;400288
12;D-Heap-Min;4;100000;ordenado;41.9198;400288
13;D-Heap-Min;4;100000;ordenado;45.5592;400288
14;D-Heap-Min;4;100000;ordenado;42.089;400288
15;D-Heap-Min;4;100000;ordenado;42.1926;400288
16;D-Heap-Min;4;100000;ordenado;42.7378;400288
17;D-Heap-Min;4;100000;ordenado;42.7038;400288
18;D-Heap-Min;4;100000;ordenado;50.9767;400288
19;D-Heap-Min;4;100000;ordenado;51.6352;400288
20;D-Heap-Min;4;100000;ordenado;55.5331;400288
1;D-Heap-Min;8;100000;ordenado;46.8924;400192
2;D-Heap-Min;8;100000;ordenado;65.5153;400192
3;D-Heap-Min;8;100000;ordenado;53.4902;400192
4;D-Heap-Min;8;100000;ordenado;44.8405;400192
5;D-Heap-Min;8;100000;ordenado;44.2741;400192
6;D-Heap-Min;8;100000;ordenado;44.48;400192
7;D-Heap-Min;8;100000;ordenado;43.9746;400192
8;D-Heap-Min;8;100000;ordenado;44.1197;400192
9;D-Heap-Min;8;100000;ordenado;45.4297;400192
10;D-Heap-Min;8;100000;ordenado;44.5421;400192
11;D-Heap-Min;8;100000;ordenado;45.035;400192
12;D-Heap-Min;8;100000;ordenado;45.7965;400192
13;D-Heap-Min;8;100000;ordenado;44.5402;400192
14;D-Heap-Min;8;100000;ordenado;44.1517;400192
15;D-Heap-Min;8;100000;ordenado;44.7369;400192
16;D-Heap-Min;8;100000;ordenado;53.2588;400192
17;D-Heap-Min;8;100000;ordenado;49.6687;400192
18;D-Heap-Min;8;100000;ordenado;44.0176;400192
19;D-Heap-Min;8;100000;ordenado;45.6704;400192
20;D-Heap-Min;8;100000;ordenado;48.329;400192
1;SmoothSort;-;100000;ordenado;4.5891;400000
2;SmoothSort;-;100000;ordenado;4.55549;400000
3;SmoothSort;-;100000;ordenado;4.4985;400000
4;SmoothSort;-;100000;ordenado;4.48899;400000
5;SmoothSort;-;100000;ordenado;4.85979;400000
6;SmoothSort;-;100000;ordenado;4.50269;400000
7;SmoothSort;-;100000;ordenado;4.52629;400000
8;SmoothSort;-;100000;ordenado;4.56309;400000
9;SmoothSort;-;100000;ordenado;4.51409;400000
10;SmoothSort;-;100000;ordenado;4.48629;400000
11;SmoothSort;-;100000;ordenado;4.49629;400000
12;SmoothSort;-;100000;ordenado;4.49099;400000
13;SmoothSort;-;100000;ordenado;4.49129;400000
14;SmoothSort;-;100000;ordenado;4.59639;400000
15;SmoothSort;-;100000;ordenado;4.48659;400000
16;SmoothSort;-;100000;ordenado;4.89259;400000
17;SmoothSort;-;100000;ordenado;5.17549;400000
18;SmoothSort;-;100000;ordenado;4.80809;400000
19;SmoothSort;-;100000;ordenado;4.61389;400000
20;SmoothSort;-;100000;ordenado;4.72619;400000
1;D-Heap-Max;2;100000;invertido;53.208;400544
2;D-Heap-Max;2;100000;invertido;53.2707;400544
3;D-Heap-Max;2;100000;invertido;52.5235;400544
4;D-Heap-Max;2;100000;invertido;52.8943;400544
5;D-Heap-Max;2;100000;invertido;52.7003;400544
6;D-Heap-Max;2;100000;invertido;52.5508;400544
7;D-Heap-Max;2;100000;invertido;52.6151;400544
8;D-Heap-Max;2;100000;invertido;52.6496;400544
9;D-Heap-Max;2;100000;invertido;52.6635;400544
10;D-Heap-Max;2;100000;invertido;54.9263;400544
11;D-Heap-Max;2;100000;invertido;52.5793;400544
12;D-Heap-Max;2;100000;invertido;52.6398;400544
13;D-Heap-Max;2;100000;invertido;53.4677;400544
14;D-Heap-Max;2;100000;invertido;53.3239;400544
15;D-Heap-Max;2;100000;invertido;52.5545;400544
16;D-Heap-Max;2;100000;invertido;54.8878;400544
17;D-Heap-Max;2;100000;invertido;55.0083;400544
18;D-Heap-Max;2;100000;invertido;52.6262;400544
19;D-Heap-Max;2;100000;invertido;53.8846;400544
20;D-Heap-Max;2;100000;invertido;54.121;400544
1;D-Heap-Max;3;100000;invertido;43.3082;400352
2;D-Heap-Max;3;100000;invertido;42.6218;400352
3;D-Heap-Max;3;100000;invertido;42.8056;400352
4;D-Heap-Max;3;100000;invertido;42.9719;400352
5;D-Heap-Max;3;100000;invertido;43.1269;400352
6;D-Heap-Max;3;100000;invertido;43.155;400352
7;D-Heap-Max;3;100000;invertido;43.1549;400352
8;D-Heap-Max;3;100000;invertido;42.9375;400352
9;D-Heap-Max;3;100000;invertido;42.6958;400352
10;D-Heap-Max;3;100000;invertido;46.1529;400352
11;D-Heap-Max;3;100000;invertido;43.1154;400352
12;D-Heap-Max;3;100000;invertido;44.131;400352
13;D-Heap-Max;3;100000;invertido;42.9065;400352
14;D-Heap-Max;3;100000;invertido;43.065;400352
15;D-Heap-Max;3;100000;invertido;43.0139;400352
16;D-Heap-Max;3;100000;invertido;42.7032;400352
17;D-Heap-Max;3;100000;invertido;42.9532;400352
18;D-Heap-Max;3;100000;invertido;43.3811;400352
19;D-Heap-Max;3;100000;invertido;44.7915;400352
20;D-Heap-Max;3;100000;invertido;42.8053;400352
1;D-Heap-Max;4;100000;invertido;45.7777;400288
2;D-Heap-Max;4;100000;invertido;47.0661;400288
3;D-Heap-Max;4;100000;invertido;41.2291;400288
4;D-Heap-Max;4;100000;invertido;41.8906;400288
5;D-Heap-Max;4;100000;invertido;40.797;400288
6;D-Heap-Max;4;100000;invertido;40.5531;400288
7;D-Heap-Max;4;100000;invertido;40.4109;400288
8;D-Heap-Max;4;100000;invertido;40.9089;400288
9;D-Heap-Max;4;100000;invertido;40.5584;400288
10;D-Heap-Max;4;100000;invertido;40.4932;400288
11;D-Heap-Max;4;100000;invertido;40.8977;400288
12;D-Heap-Max;4;100000;invertido;40.6583;400288
13;D-Heap-Max;4;100000;invertido;40.4886;400288
14;D-Heap-Max;4;100000;invertido;41.6671;400288
15;D-Heap-Max;4;100000;invertido;40.4229;400288
16;D-Heap-Max;4;100000;invertido;40.5758;400288
17;D-Heap-Max;4;100000;invertido;41.2849;400288
18;D-Heap-Max;4;100000;invertido;40.6741;400288
19;D-Heap-Max;4;100000;invertido;40.578;400288
20;D-Heap-Max;4;100000;invertido;40.4056;400288
1;D-Heap-Max;8;100000;invertido;44.3926;400192
2;D-Heap-Max;8;100000;invertido;44.0602;400192
3;D-Heap-Max;8;100000;invertido;43.9041;400192
4;D-Heap-Max;8;100000;invertido;44.0293;400192
5;D-Heap-Max;8;100000;invertido;43.9546;400192
6;D-Heap-Max;8;100000;invertido;44.1931;400192
7;D-Heap-Max;8;100000;invertido;44.0057;400192
8;D-Heap-Max;8;100000;invertido;43.7655;400192
9;D-Heap-Max;8;100000;invertido;45.0085;400192
10;D-Heap-Max;8;100000;invertido;45.0993;400192
11;D-Heap-Max;8;100000;invertido;44.344;400192
12;D-Heap-Max;8;100000;invertido;43.8266;400192
13;D-Heap-Max;8;100000;invertido;43.7193;400192
14;D-Heap-Max;8;100000;invertido;43.7205;400192
15;D-Heap-Max;8;100000;invertido;43.8732;400192
16;D-Heap-Max;8;100000;invertido;44.1135;400192
17;D-Heap-Max;8;100000;invertido;46.5253;400192
18;D-Heap-Max;8;100000;invertido;43.7791;400192
19;D-Heap-Max;8;100000;invertido;46.3628;400192
20;D-Heap-Max;8;100000;invertido;44.2844;400192
1;D-Heap-Min;2;100000;invertido;57.5529;400544
2;D-Heap-Min;2;100000;invertido;56.8884;400544
3;D-Heap-Min;2;100000;invertido;57.588;400544
4;D-Heap-Min;2;100000;invertido;57.1979;400544
5;D-Heap-Min;2;100000;invertido;57.8569;400544
6;D-Heap-Min;2;100000;invertido;57.6112;400544
7;D-Heap-Min;2;100000;invertido;57.2075;400544
8;D-Heap-Min;2;100000;invertido;56.9395;400544
9;D-Heap-Min;2;100000;invertido;56.284;400544
10;D-Heap-Min;2;100000;invertido;57.1322;400544
11;D-Heap-Min;2;100000;invertido;59.3187;400544
12;D-Heap-Min;2;100000;invertido;64.219;400544
13;D-Heap-Min;2;100000;invertido;60.7966;400544
14;D-Heap-Min;2;100000;invertido;56.7178;400544
15;D-Heap-Min;2;100000;invertido;67.2336;400544
16;D-Heap-Min;2;100000;invertido;57.5185;400544
17;D-Heap-Min;2;100000;invertido;56.7908;400544
18;D-Heap-Min;2;100000;invertido;57.2075;400544
19;D-Heap-Min;2;100000;invertido;57.0003;400544
20;D-Heap-Min;2;100000;invertido;61.8496;400544
1;D-Heap-Min;3;100000;invertido;46.494;400352
2;D-Heap-Min;3;100000;invertido;47.1799;400352
3;D-Heap-Min;3;100000;invertido;45.8034;400352
4;D-Heap-Min;3;100000;invertido;46.7596;400352
5;D-Heap-Min;3;100000;invertido;45.7792;400352
6;D-Heap-Min;3;100000;invertido;45.4651;400352
7;D-Heap-Min;3;100000;invertido;48.9585;400352
8;D-Heap-Min;3;100000;invertido;45.7801;400352
9;D-Heap-Min;3;100000;invertido;45.7789;400352
10;D-Heap-Min;3;100000;invertido;46.3698;400352
11;D-Heap-Min;3;100000;invertido;45.5294;400352
12;D-Heap-Min;3;100000;invertido;45.7585;400352
13;D-Heap-Min;3;100000;invertido;45.6641;400352
14;D-Heap-Min;3;100000;invertido;45.5412;400352
15;D-Heap-Min;3;100000;invertido;47.3674;400352
16;D-Heap-Min;3;100000;invertido;46.6604;400352
17;D-Heap-Min;3;100000;invertido;45.5263;400352
18;D-Heap-Min;3;100000;invertido;45.7277;400352
19;D-Heap-Min;3;100000;invertido;45.8359;400352
20;D-Heap-Min;3;100000;invertido;47.2932;400352
1;D-Heap-Min;4;100000;invertido;43.1545;400288
2;D-Heap-Min;4;100000;invertido;46.6578;400288
3;D-Heap-Min;4;100000;invertido;47.8995;400288
4;D-Heap-Min;4;100000;invertido;43.3837;400288
5;D-Heap-Min;4;100000;invertido;43.5758;400288
6;D-Heap-Min;4;100000;invertido;43.404;400288
7;D-Heap-Min;4;100000;invertido;44.8153;400288
8;D-Heap-Min;4;100000;invertido;43.6481;400288
9;D-Heap-Min;4;100000;invertido;43.2166;400288
10;D-Heap-Min;4;100000;invertido;43.3109;400288
11;D-Heap-Min;4;100000;invertido;43.3425;400288
12;D-Heap-Min;4;100000;invertido;43.4736;400288
13;D-Heap-Min;4;100000;invertido;43.2868;400288
14;D-Heap-Min;4;100000;invertido;44.4;400288
15;D-Heap-Min;4;100000;invertido;44.6444;400288
16;D-Heap-Min;4;100000;invertido;43.3924;400288
17;D-Heap-Min;4;100000;invertido;44.57;400288
18;D-Heap-Min;4;100000;invertido;43.3819;400288
19;D-Heap-Min;4;100000;invertido;45.455;400288
20;D-Heap-Min;4;100000;invertido;57.1987;400288
1;D-Heap-Min;8;100000;invertido;48.5676;400192
2;D-Heap-Min;8;100000;invertido;48.1622;400192
3;D-Heap-Min;8;100000;invertido;47.8705;400192
4;D-Heap-Min;8;100000;invertido;49.2846;400192
5;D-Heap-Min;8;100000;invertido;48.712;400192
6;D-Heap-Min;8;100000;invertido;48.3108;400192
7;D-Heap-Min;8;100000;invertido;48.8606;400192
8;D-Heap-Min;8;100000;invertido;48.1829;400192
9;D-Heap-Min;8;100000;invertido;48.7911;400192
10;D-Heap-Min;8;100000;invertido;48.4057;400192
11;D-Heap-Min;8;100000;invertido;47.9629;400192
12;D-Heap-Min;8;100000;invertido;48.1532;400192
13;D-Heap-Min;8;100000;invertido;48.2643;400192
14;D-Heap-Min;8;100000;invertido;48.4937;400192
15;D-Heap-Min;8;100000;invertido;49.012;400192
16;D-Heap-Min;8;100000;invertido;48.7258;400192
17;D-Heap-Min;8;100000;invertido;49.1567;400192
18;D-Heap-Min;8;100000;invertido;66.6128;400192
19;D-Heap-Min;8;100000;invertido;54.4931;400192
20;D-Heap-Min;8;100000;invertido;73.3986;400192
1;SmoothSort;-;100000;invertido;65.4543;400000
2;SmoothSort;-;100000;invertido;65.0673;400000
3;SmoothSort;-;100000;invertido;62.3767;400000
4;SmoothSort;-;100000;invertido;61.6275;400000
5;SmoothSort;-;100000;invertido;74.1862;400000
6;SmoothSort;-;100000;invertido;62.0592;400000
7;SmoothSort;-;100000;invertido;84.565;400000
8;SmoothSort;-;100000;invertido;65.4877;400000
9;SmoothSort;-;100000;invertido;63.172;400000
10;SmoothSort;-;100000;invertido;61.4795;400000
11;SmoothSort;-;100000;invertido;60.0842;400000
12;SmoothSort;-;100000;invertido;58.8776;400000
13;SmoothSort;-;100000;invertido;60.9433;400000
14;SmoothSort;-;100000;invertido;65.9058;400000
15;SmoothSort;-;100000;invertido;57.8209;400000
16;SmoothSort;-;100000;invertido;59.7496;400000
17;SmoothSort;-;100000;invertido;75.3713;400000
18;SmoothSort;-;100000;invertido;79.3106;400000
19;SmoothSort;-;100000;invertido;79.395;400000
20;SmoothSort;-;100000;invertido;83.8741;400000
1;D-Heap-Max;2;100000;aleatorio;75.6086;400544
2;D-Heap-Max;2;100000;aleatorio;60.7698;400544
