Indice;Algoritmo;D;Tamanho;Tipo;Tempo_ms;Memoria_B
19;D-Heap-Min;8;100;aleatorio;0.0286;496
20;D-Heap-Min;8;100;aleatorio;0.0281;496
1;SmoothSort;-;100;aleatorio;0.068;400
2;SmoothSort;-;100;aleatorio;0.0423;400
3;SmoothSort;-;100;aleatorio;0.0279;400
4;SmoothSort;-;100;aleatorio;0.026;400
5;SmoothSort;-;100;aleatorio;0.024599;400
6;SmoothSort;-;100;aleatorio;0.0238;400
7;SmoothSort;-;100;aleatorio;0.0235;400
8;SmoothSort;-;100;aleatorio;0.0235;400
9;SmoothSort;-;100;aleatorio;0.0236;400
10;SmoothSort;-;100;aleatorio;0.0235;400
11;SmoothSort;-;100;aleatorio;0.0234;400
12;SmoothSort;-;100;aleatorio;0.0234;400
13;SmoothSort;-;100;aleatorio;0.0236;400
14;SmoothSort;-;100;aleatorio;0.0237;400
15;SmoothSort;-;100;aleatorio;0.023299;400
16;SmoothSort;-;100;aleatorio;0.0234;400
17;SmoothSort;-;100;aleatorio;0.0232;400
18;SmoothSort;-;100;aleatorio;0.0231;400
19;SmoothSort;-;100;aleatorio;0.0233;400
20;SmoothSort;-;100;aleatorio;0.0231;400
1;D-Heap-Max;2;1000;ordenado;0.365999;4320
2;D-Heap-Max;2;1000;ordenado;0.337698;4320
3;D-Heap-Max;2;1000;ordenado;0.340299;4320
4;D-Heap-Max;2;1000;ordenado;0.371998;4320
5;D-Heap-Max;2;1000;ordenado;0.336499;4320
6;D-Heap-Max;2;1000;ordenado;0.531698;4320
7;D-Heap-Max;2;1000;ordenado;0.367398;4320
8;D-Heap-Max;2;1000;ordenado;0.446198;4320
9;D-Heap-Max;2;1000;ordenado;0.575498;4320
10;D-Heap-Max;2;1000;ordenado;0.484598;4320
11;D-Heap-Max;2;1000;ordenado;0.559997;4320
12;D-Heap-Max;2;1000;ordenado;0.509498;4320
13;D-Heap-Max;2;1000;ordenado;0.537998;4320
14;D-Heap-Max;2;1000;ordenado;0.554897;4320
15;D-Heap-Max;2;1000;ordenado;0.453698;4320
16;D-Heap-Max;2;1000;ordenado;0.509898;4320
17;D-Heap-Max;2;1000;ordenado;0.499398;4320
18;D-Heap-Max;2;1000;ordenado;0.492698;4320
19;D-Heap-Max;2;1000;ordenado;0.474498;4320
20;D-Heap-Max;2;1000;ordenado;0.543997;4320
1;D-Heap-Max;3;1000;ordenado;0.425298;4224
2;D-Heap-Max;3;1000;ordenado;0.379599;4224
3;D-Heap-Max;3;1000;ordenado;0.447498;4224
4;D-Heap-Max;3;1000;ordenado;0.380298;4224
5;D-Heap-Max;3;1000;ordenado;0.438798;4224
6;D-Heap-Max;3;1000;ordenado;0.355499;4224
7;D-Heap-Max;3;1000;ordenado;0.337498;4224
8;D-Heap-Max;3;1000;ordenado;0.283999;4224
9;D-Heap-Max;3;1000;ordenado;0.282799;4224
10;D-Heap-Max;3;1000;ordenado;0.282899;4224
11;D-Heap-Max;3;1000;ordenado;0.282898;4224
12;D-Heap-Max;3;1000;ordenado;0.330699;4224
13;D-Heap-Max;3;1000;ordenado;0.324399;4224
14;D-Heap-Max;3;1000;ordenado;0.410898;4224
15;D-Heap-Max;3;1000;ordenado;0.368798;4224
16;D-Heap-Max;3;1000;ordenado;0.332399;4224
17;D-Heap-Max;3;1000;ordenado;0.355098;4224
18;D-Heap-Max;3;1000;ordenado;0.388399;4224
19;D-Heap-Max;3;1000;ordenado;0.337098;4224
20;D-Heap-Max;3;1000;ordenado;0.283699;4224
1;D-Heap-Max;4;1000;ordenado;0.273699;4160
2;D-Heap-Max;4;1000;ordenado;0.275799;4160
3;D-Heap-Max;4;1000;ordenado;0.276198;4160
4;D-Heap-Max;4;1000;ordenado;0.294699;4160
5;D-Heap-Max;4;1000;ordenado;0.334599;4160
6;D-Heap-Max;4;1000;ordenado;2.17289;4160
7;D-Heap-Max;4;1000;ordenado;0.488598;4160
8;D-Heap-Max;4;1000;ordenado;0.293499;4160
9;D-Heap-Max;4;1000;ordenado;0.372499;4160
10;D-Heap-Max;4;1000;ordenado;0.336999;4160
11;D-Heap-Max;4;1000;ordenado;0.276399;4160
12;D-Heap-Max;4;1000;ordenado;0.275499;4160
13;D-Heap-Max;4;1000;ordenado;0.275799;4160
14;D-Heap-Max;4;1000;ordenado;0.299398;4160
15;D-Heap-Max;4;1000;ordenado;0.321199;4160
16;D-Heap-Max;4;1000;ordenado;0.415898;4160
17;D-Heap-Max;4;1000;ordenado;0.405298;4160
18;D-Heap-Max;4;1000;ordenado;0.406299;4160
19;D-Heap-Max;4;1000;ordenado;0.311198;4160
20;D-Heap-Max;4;1000;ordenado;0.360799;4160
1;D-Heap-Max;8;1000;ordenado;0.410498;4128
2;D-Heap-Max;8;1000;ordenado;0.306299;4128
3;D-Heap-Max;8;1000;ordenado;0.306398;4128
4;D-Heap-Max;8;1000;ordenado;0.306299;4128
5;D-Heap-Max;8;1000;ordenado;0.349198;4128
6;D-Heap-Max;8;1000;ordenado;0.337899;4128
7;D-Heap-Max;8;1000;ordenado;0.440498;4128
8;D-Heap-Max;8;1000;ordenado;0.426898;4128
9;D-Heap-Max;8;1000;ordenado;0.397799;4128
10;D-Heap-Max;8;1000;ordenado;0.305099;4128
11;D-Heap-Max;8;1000;ordenado;0.305499;4128
12;D-Heap-Max;8;1000;ordenado;0.305399;4128
13;D-Heap-Max;8;1000;ordenado;0.305398;4128
14;D-Heap-Max;8;1000;ordenado;0.305299;4128
15;D-Heap-Max;8;1000;ordenado;0.326999;4128
16;D-Heap-Max;8;1000;ordenado;0.305598;4128
17;D-Heap-Max;8;1000;ordenado;0.354399;4128
18;D-Heap-Max;8;1000;ordenado;0.305399;4128
19;D-Heap-Max;8;1000;ordenado;0.305098;4128
20;D-Heap-Max;8;1000;ordenado;0.305599;4128
1;D-Heap-Min;2;1000;ordenado;0.307599;4320
2;D-Heap-Min;2;1000;ordenado;0.307398;4320
3;D-Heap-Min;2;1000;ordenado;0.306499;4320
4;D-Heap-Min;2;1000;ordenado;0.306399;4320
5;D-Heap-Min;2;1000;ordenado;0.306699;4320
6;D-Heap-Min;2;1000;ordenado;0.306598;4320
7;D-Heap-Min;2;1000;ordenado;0.306499;4320
8;D-Heap-Min;2;1000;ordenado;0.306599;4320
9;D-Heap-Min;2;1000;ordenado;0.496498;4320
10;D-Heap-Min;2;1000;ordenado;0.441798;4320
11;D-Heap-Min;2;1000;ordenado;0.415398;4320
12;D-Heap-Min;2;1000;ordenado;0.384598;4320
13;D-Heap-Min;2;1000;ordenado;0.307599;4320
14;D-Heap-Min;2;1000;ordenado;0.307099;4320
15;D-Heap-Min;2;1000;ordenado;0.341798;4320
16;D-Heap-Min;2;1000;ordenado;0.306899;4320
17;D-Heap-Min;2;1000;ordenado;0.306599;4320
18;D-Heap-Min;2;1000;ordenado;0.318198;4320
19;D-Heap-Min;2;1000;ordenado;0.306699;4320
20;D-Heap-Min;2;1000;ordenado;0.373798;4320
1;D-Heap-Min;3;1000;ordenado;0.280799;4224
2;D-Heap-Min;3;1000;ordenado;0.267599;4224
3;D-Heap-Min;3;1000;ordenado;0.267399;4224
4;D-Heap-Min;3;1000;ordenado;0.290999;4224
5;D-Heap-Min;3;1000;ordenado;0.567997;4224
6;D-Heap-Min;3;1000;ordenado;0.352199;4224
7;D-Heap-Min;3;1000;ordenado;0.352698;4224
8;D-Heap-Min;3;1000;ordenado;0.731497;4224
9;D-Heap-Min;3;1000;ordenado;0.356099;4224
10;D-Heap-Min;3;1000;ordenado;0.268899;4224
11;D-Heap-Min;3;1000;ordenado;0.320499;4224
12;D-Heap-Min;3;1000;ordenado;0.280299;4224
13;D-Heap-Min;3;1000;ordenado;0.267599;4224
14;D-Heap-Min;3;1000;ordenado;0.332398;4224
15;D-Heap-Min;3;1000;ordenado;0.326399;4224
16;D-Heap-Min;3;1000;ordenado;0.409998;4224
17;D-Heap-Min;3;1000;ordenado;0.468298;4224
18;D-Heap-Min;3;1000;ordenado;0.266999;4224
19;D-Heap-Min;3;1000;ordenado;0.267599;4224
20;D-Heap-Min;3;1000;ordenado;0.267399;4224
1;D-Heap-Min;4;1000;ordenado;0.271799;4160
2;D-Heap-Min;4;1000;ordenado;0.260798;4160
3;D-Heap-Min;4;1000;ordenado;0.281499;4160
4;D-Heap-Min;4;1000;ordenado;0.260599;4160
5;D-Heap-Min;4;1000;ordenado;0.272199;4160
6;D-Heap-Min;4;1000;ordenado;0.271199;4160
7;D-Heap-Min;4;1000;ordenado;0.287299;4160
8;D-Heap-Min;4;1000;ordenado;0.261299;4160
9;D-Heap-Min;4;1000;ordenado;0.272498;4160
10;D-Heap-Min;4;1000;ordenado;0.261199;4160
11;D-Heap-Min;4;1000;ordenado;0.260999;4160
12;D-Heap-Min;4;1000;ordenado;0.270899;4160
13;D-Heap-Min;4;1000;ordenado;0.260699;4160
14;D-Heap-Min;4;1000;ordenado;0.260799;4160
15;D-Heap-Min;4;1000;ordenado;0.260399;4160
16;D-Heap-Min;4;1000;ordenado;0.295099;4160
17;D-Heap-Min;4;1000;ordenado;0.261098;4160
18;D-Heap-Min;4;1000;ordenado;0.268799;4160
19;D-Heap-Min;4;1000;ordenado;0.260099;4160
20;D-Heap-Min;4;1000;ordenado;0.295699;4160
1;D-Heap-Min;8;1000;ordenado;0.376398;4128
2;D-Heap-Min;8;1000;ordenado;0.270999;4128
3;D-Heap-Min;8;1000;ordenado;0.270299;4128
4;D-Heap-Min;8;1000;ordenado;0.271199;4128
5;D-Heap-Min;8;1000;ordenado;0.271599;4128
6;D-Heap-Min;8;1000;ordenado;0.269999;4128
7;D-Heap-Min;8;1000;ordenado;0.269699;4128
8;D-Heap-Min;8;1000;ordenado;0.279398;4128
9;D-Heap-Min;8;1000;ordenado;0.270099;4128
10;D-Heap-Min;8;1000;ordenado;0.270199;4128
11;D-Heap-Min;8;1000;ordenado;0.269599;4128
12;D-Heap-Min;8;1000;ordenado;0.353998;4128
13;D-Heap-Min;8;1000;ordenado;0.269799;4128
14;D-Heap-Min;8;1000;ordenado;0.269899;4128
15;D-Heap-Min;8;1000;ordenado;0.281799;4128
16;D-Heap-Min;8;1000;ordenado;0.269899;4128
17;D-Heap-Min;8;1000;ordenado;0.269299;4128
18;D-Heap-Min;8;1000;ordenado;0.269699;4128
19;D-Heap-Min;8;1000;ordenado;0.280598;4128
20;D-Heap-Min;8;1000;ordenado;0.270399;4128
1;SmoothSort;-;1000;ordenado;0.047;4000
2;SmoothSort;-;1000;ordenado;0.045;4000
3;SmoothSort;-;1000;ordenado;0.0449;4000
4;SmoothSort;-;1000;ordenado;0.044599;4000
5;SmoothSort;-;1000;ordenado;0.0447;4000
6;SmoothSort;-;1000;ordenado;0.0446;4000
7;SmoothSort;-;1000;ordenado;0.0445;4000
8;SmoothSort;-;1000;ordenado;0.0444;4000
9;SmoothSort;-;1000;ordenado;0.0446;4000
10;SmoothSort;-;1000;ordenado;0.044599;4000
11;SmoothSort;-;1000;ordenado;0.0446;4000
12;SmoothSort;-;1000;ordenado;0.045;4000
13;SmoothSort;-;1000;ordenado;0.0446;4000
14;SmoothSort;-;1000;ordenado;0.044699;4000
15;SmoothSort;-;1000;ordenado;0.0447;4000
16;SmoothSort;-;1000;ordenado;0.0447;4000
17;SmoothSort;-;1000;ordenado;0.0446;4000
18;SmoothSort;-;1000;ordenado;0.0447;4000
19;SmoothSort;-;1000;ordenado;0.0446;4000
20;SmoothSort;-;1000;ordenado;0.044699;4000
1;D-Heap-Max;2;1000;invertido;0.303498;4320
2;D-Heap-Max;2;1000;invertido;0.321199;4320
3;D-Heap-Max;2;1000;invertido;0.302899;4320
4;D-Heap-Max;2;1000;invertido;0.301999;4320
5;D-Heap-Max;2;1000;invertido;0.312798;4320
6;D-Heap-Max;2;1000;invertido;0.302099;4320
7;D-Heap-Max;2;1000;invertido;0.302099;4320
8;D-Heap-Max;2;1000;invertido;0.312298;4320
9;D-Heap-Max;2;1000;invertido;0.301899;4320
10;D-Heap-Max;2;1000;invertido;0.301999;4320
11;D-Heap-Max;2;1000;invertido;0.302299;4320
12;D-Heap-Max;2;1000;invertido;0.312398;4320
13;D-Heap-Max;2;1000;invertido;0.302099;4320
14;D-Heap-Max;2;1000;invertido;0.349099;4320
15;D-Heap-Max;2;1000;invertido;0.339598;4320
16;D-Heap-Max;2;1000;invertido;0.302199;4320
17;D-Heap-Max;2;1000;invertido;0.301699;4320
18;D-Heap-Max;2;1000;invertido;0.312898;4320
19;D-Heap-Max;2;1000;invertido;0.301999;4320
20;D-Heap-Max;2;1000;invertido;0.302199;4320
1;D-Heap-Max;3;1000;invertido;0.273299;4224
2;D-Heap-Max;3;1000;invertido;0.272698;4224
3;D-Heap-Max;3;1000;invertido;0.262399;4224
4;D-Heap-Max;3;1000;invertido;0.261699;4224
5;D-Heap-Max;3;1000;invertido;0.299599;4224
6;D-Heap-Max;3;1000;invertido;0.263099;4224
7;D-Heap-Max;3;1000;invertido;0.262499;4224
8;D-Heap-Max;3;1000;invertido;0.262599;4224
9;D-Heap-Max;3;1000;invertido;0.327498;4224
10;D-Heap-Max;3;1000;invertido;0.262999;4224
11;D-Heap-Max;3;1000;invertido;0.262399;4224
12;D-Heap-Max;3;1000;invertido;0.274899;4224
13;D-Heap-Max;3;1000;invertido;0.271099;4224
14;D-Heap-Max;3;1000;invertido;0.313298;4224
15;D-Heap-Max;3;1000;invertido;0.283499;4224
16;D-Heap-Max;3;1000;invertido;0.262499;4224
17;D-Heap-Max;3;1000;invertido;0.262499;4224
18;D-Heap-Max;3;1000;invertido;0.261499;4224
19;D-Heap-Max;3;1000;invertido;0.262299;4224
20;D-Heap-Max;3;1000;invertido;0.262299;4224
1;D-Heap-Max;4;1000;invertido;0.254799;4160
2;D-Heap-Max;4;1000;invertido;0.255299;4160
3;D-Heap-Max;4;1000;invertido;0.254898;4160
4;D-Heap-Max;4;1000;invertido;0.285799;4160
5;D-Heap-Max;4;1000;invertido;0.253799;4160
6;D-Heap-Max;4;1000;invertido;0.254399;4160
7;D-Heap-Max;4;1000;invertido;0.264299;4160
8;D-Heap-Max;4;1000;invertido;0.253899;4160
9;D-Heap-Max;4;1000;invertido;0.254399;4160
10;D-Heap-Max;4;1000;invertido;0.253999;4160
11;D-Heap-Max;4;1000;invertido;0.253899;4160
12;D-Heap-Max;4;1000;invertido;0.253899;4160
13;D-Heap-Max;4;1000;invertido;0.253999;4160
14;D-Heap-Max;4;1000;invertido;0.254099;4160
15;D-Heap-Max;4;1000;invertido;0.254198;4160
16;D-Heap-Max;4;1000;invertido;0.253899;4160
17;D-Heap-Max;4;1000;invertido;0.253799;4160
18;D-Heap-Max;4;1000;invertido;0.253799;4160
19;D-Heap-Max;4;1000;invertido;0.278499;4160
20;D-Heap-Max;4;1000;invertido;0.254199;4160
1;D-Heap-Max;8;1000;invertido;0.267899;4128
2;D-Heap-Max;8;1000;invertido;0.266299;4128
3;D-Heap-Max;8;1000;invertido;0.265499;4128
4;D-Heap-Max;8;1000;invertido;0.265199;4128
5;D-Heap-Max;8;1000;invertido;0.264998;4128
6;D-Heap-Max;8;1000;invertido;0.264799;4128
7;D-Heap-Max;8;1000;invertido;0.271499;4128
8;D-Heap-Max;8;1000;invertido;0.265399;4128
9;D-Heap-Max;8;1000;invertido;0.264799;4128
10;D-Heap-Max;8;1000;invertido;0.265099;4128
11;D-Heap-Max;8;1000;invertido;0.282199;4128
12;D-Heap-Max;8;1000;invertido;0.265699;4128
13;D-Heap-Max;8;1000;invertido;0.264799;4128
14;D-Heap-Max;8;1000;invertido;0.293399;4128
15;D-Heap-Max;8;1000;invertido;0.265099;4128
16;D-Heap-Max;8;1000;invertido;0.264799;4128
17;D-Heap-Max;8;1000;invertido;0.265099;4128
18;D-Heap-Max;8;1000;invertido;0.264798;4128
19;D-Heap-Max;8;1000;invertido;0.264899;4128
20;D-Heap-Max;8;1000;invertido;0.265199;4128
1;D-Heap-Min;2;1000;invertido;0.338499;4320
2;D-Heap-Min;2;1000;invertido;0.340998;4320
3;D-Heap-Min;2;1000;invertido;0.340599;4320
4;D-Heap-Min;2;1000;invertido;0.340399;4320
5;D-Heap-Min;2;1000;invertido;0.340698;4320
6;D-Heap-Min;2;1000;invertido;0.340999;4320
7;D-Heap-Min;2;1000;invertido;0.381198;4320
8;D-Heap-Min;2;1000;invertido;0.352499;4320
9;D-Heap-Min;2;1000;invertido;0.341398;4320
10;D-Heap-Min;2;1000;invertido;0.378599;4320
11;D-Heap-Min;2;1000;invertido;0.340998;4320
12;D-Heap-Min;2;1000;invertido;0.350799;4320
13;D-Heap-Min;2;1000;invertido;0.340898;4320
14;D-Heap-Min;2;1000;invertido;0.340599;4320
15;D-Heap-Min;2;1000;invertido;0.340598;4320
16;D-Heap-Min;2;1000;invertido;0.340699;4320
17;D-Heap-Min;2;1000;invertido;0.340498;4320
18;D-Heap-Min;2;1000;invertido;0.370599;4320
19;D-Heap-Min;2;1000;invertido;0.340998;4320
20;D-Heap-Min;2;1000;invertido;0.352499;4320
1;D-Heap-Min;3;1000;invertido;0.285499;4224
2;D-Heap-Min;3;1000;invertido;0.287099;4224
3;D-Heap-Min;3;1000;invertido;0.287098;4224
4;D-Heap-Min;3;1000;invertido;0.287199;4224
5;D-Heap-Min;3;1000;invertido;0.286999;4224
6;D-Heap-Min;3;1000;invertido;0.296499;4224
7;D-Heap-Min;3;1000;invertido;0.286799;4224
8;D-Heap-Min;3;1000;invertido;0.286698;4224
9;D-Heap-Min;3;1000;invertido;0.287099;4224
10;D-Heap-Min;3;1000;invertido;0.286999;4224
11;D-Heap-Min;3;1000;invertido;0.311199;4224
12;D-Heap-Min;3;1000;invertido;0.286998;4224
13;D-Heap-Min;3;1000;invertido;0.286899;4224
14;D-Heap-Min;3;1000;invertido;0.286699;4224
15;D-Heap-Min;3;1000;invertido;0.286899;4224
16;D-Heap-Min;3;1000;invertido;0.286599;4224
17;D-Heap-Min;3;1000;invertido;0.286698;4224
18;D-Heap-Min;3;1000;invertido;0.286699;4224
19;D-Heap-Min;3;1000;invertido;0.286399;4224
20;D-Heap-Min;3;1000;invertido;0.286799;4224
1;D-Heap-Min;4;1000;invertido;0.278099;4160
2;D-Heap-Min;4;1000;invertido;0.280298;4160
3;D-Heap-Min;4;1000;invertido;0.296399;4160
4;D-Heap-Min;4;1000;invertido;0.280999;4160
5;D-Heap-Min;4;1000;invertido;0.304499;4160
6;D-Heap-Min;4;1000;invertido;0.280999;4160
7;D-Heap-Min;4;1000;invertido;0.280198;4160
8;D-Heap-Min;4;1000;invertido;0.280399;4160
9;D-Heap-Min;4;1000;invertido;0.280299;4160
10;D-Heap-Min;4;1000;invertido;0.280899;4160
11;D-Heap-Min;4;1000;invertido;0.281199;4160
12;D-Heap-Min;4;1000;invertido;0.280198;4160
13;D-Heap-Min;4;1000;invertido;0.280399;4160
14;D-Heap-Min;4;1000;invertido;0.280799;4160
15;D-Heap-Min;4;1000;invertido;0.280699;4160
16;D-Heap-Min;4;1000;invertido;0.280899;4160
17;D-Heap-Min;4;1000;invertido;0.279899;4160
18;D-Heap-Min;4;1000;invertido;0.279998;4160
19;D-Heap-Min;4;1000;invertido;0.287099;4160
20;D-Heap-Min;4;1000;invertido;0.280399;4160
1;D-Heap-Min;8;1000;invertido;0.314899;4128
2;D-Heap-Min;8;1000;invertido;0.304798;4128
3;D-Heap-Min;8;1000;invertido;0.304599;4128
4;D-Heap-Min;8;1000;invertido;0.304199;4128
5;D-Heap-Min;8;1000;invertido;0.303999;4128
6;D-Heap-Min;8;1000;invertido;0.304498;4128
7;D-Heap-Min;8;1000;invertido;0.304399;4128
8;D-Heap-Min;8;1000;invertido;0.312899;4128
9;D-Heap-Min;8;1000;invertido;0.304098;4128
10;D-Heap-Min;8;1000;invertido;0.304299;4128
11;D-Heap-Min;8;1000;invertido;0.304299;4128
12;D-Heap-Min;8;1000;invertido;0.312899;4128
13;D-Heap-Min;8;1000;invertido;0.304498;4128
14;D-Heap-Min;8;1000;invertido;0.550298;4128
15;D-Heap-Min;8;1000;invertido;0.420698;4128
16;D-Heap-Min;8;1000;invertido;0.479398;4128
17;D-Heap-Min;8;1000;invertido;0.421198;4128
18;D-Heap-Min;8;1000;invertido;0.451998;4128
19;D-Heap-Min;8;1000;invertido;0.434098;4128
20;D-Heap-Min;8;1000;invertido;0.464499;4128
1;SmoothSort;-;1000;invertido;0.602898;4000
2;SmoothSort;-;1000;invertido;0.588897;4000
3;SmoothSort;-;1000;invertido;0.563798;4000
4;SmoothSort;-;1000;invertido;0.625197;4000
5;SmoothSort;-;1000;invertido;0.475598;4000
6;SmoothSort;-;1000;invertido;0.514898;4000
7;SmoothSort;-;1000;invertido;0.438398;4000
8;SmoothSort;-;1000;invertido;0.662797;4000
9;SmoothSort;-;1000;invertido;0.740097;4000
10;SmoothSort;-;1000;invertido;0.396399;4000
11;SmoothSort;-;1000;invertido;0.394198;4000
12;SmoothSort;-;1000;invertido;0.394298;4000
13;SmoothSort;-;1000;invertido;0.393199;4000
14;SmoothSort;-;1000;invertido;0.392998;4000
15;SmoothSort;-;1000;invertido;0.393598;4000
16;SmoothSort;-;1000;invertido;0.394099;4000
17;SmoothSort;-;1000;invertido;0.416498;4000
18;SmoothSort;-;1000;invertido;0.392698;4000
19;SmoothSort;-;1000;invertido;0.392899;4000
20;SmoothSort;-;1000;invertido;0.417498;4000
1;D-Heap-Max;2;1000;aleatorio;0.350599;4320
2;D-Heap-Max;2;1000;aleatorio;0.347398;4320
3;D-Heap-Max;2;1000;aleatorio;0.346099;4320
4;D-Heap-Max;2;1000;aleatorio;0.346099;4320
5;D-Heap-Max;2;1000;aleatorio;0.385698;4320
6;D-Heap-Max;2;1000;aleatorio;0.477498;4320
7;D-Heap-Max;2;1000;aleatorio;0.446298;4320
8;D-Heap-Max;2;1000;aleatorio;0.454798;4320
9;D-Heap-Max;2;1000;aleatorio;0.346499;4320
10;D-Heap-Max;2;1000;aleatorio;0.345898;4320
11;D-Heap-Max;2;1000;aleatorio;0.357399;4320
12;D-Heap-Max;2;1000;aleatorio;0.345198;4320
13;D-Heap-Max;2;1000;aleatorio;0.344999;4320
14;D-Heap-Max;2;1000;aleatorio;0.357898;4320
15;D-Heap-Max;2;1000;aleatorio;0.345199;4320
16;D-Heap-Max;2;1000;aleatorio;0.345198;4320
17;D-Heap-Max;2;1000;aleatorio;0.357699;4320
18;D-Heap-Max;2;1000;aleatorio;0.357998;4320
19;D-Heap-Max;2;1000;aleatorio;0.345099;4320
20;D-Heap-Max;2;1000;aleatorio;0.357998;4320
1;D-Heap-Max;3;1000;aleatorio;0.298699;4224
2;D-Heap-Max;3;1000;aleatorio;0.294799;4224
3;D-Heap-Max;3;1000;aleatorio;0.306399;4224
4;D-Heap-Max;3;1000;aleatorio;0.293498;4224
5;D-Heap-Max;3;1000;aleatorio;0.293999;4224
6;D-Heap-Max;3;1000;aleatorio;0.305499;4224
7;D-Heap-Max;3;1000;aleatorio;0.302799;4224
8;D-Heap-Max;3;1000;aleatorio;0.293498;4224
9;D-Heap-Max;3;1000;aleatorio;0.305699;4224
10;D-Heap-Max;3;1000;aleatorio;0.293299;4224
11;D-Heap-Max;3;1000;aleatorio;0.321998;4224
12;D-Heap-Max;3;1000;aleatorio;0.293299;4224
13;D-Heap-Max;3;1000;aleatorio;0.305999;4224
14;D-Heap-Max;3;1000;aleatorio;0.293199;4224
15;D-Heap-Max;3;1000;aleatorio;0.293898;4224
16;D-Heap-Max;3;1000;aleatorio;0.305599;4224
17;D-Heap-Max;3;1000;aleatorio;0.292699;4224
18;D-Heap-Max;3;1000;aleatorio;0.293499;4224
19;D-Heap-Max;3;1000;aleatorio;0.337198;4224
20;D-Heap-Max;3;1000;aleatorio;0.293499;4224
1;D-Heap-Max;4;1000;aleatorio;0.289499;4160
2;D-Heap-Max;4;1000;aleatorio;0.287299;4160
3;D-Heap-Max;4;1000;aleatorio;0.297598;4160
4;D-Heap-Max;4;1000;aleatorio;0.291999;4160
5;D-Heap-Max;4;1000;aleatorio;0.295199;4160
6;D-Heap-Max;4;1000;aleatorio;0.298499;4160
7;D-Heap-Max;4;1000;aleatorio;0.284598;4160
8;D-Heap-Max;4;1000;aleatorio;0.285099;4160
9;D-Heap-Max;4;1000;aleatorio;0.297099;4160
10;D-Heap-Max;4;1000;aleatorio;0.285199;4160
11;D-Heap-Max;4;1000;aleatorio;0.284799;4160
12;D-Heap-Max;4;1000;aleatorio;0.284998;4160
13;D-Heap-Max;4;1000;aleatorio;0.297499;4160
14;D-Heap-Max;4;1000;aleatorio;0.285199;4160
15;D-Heap-Max;4;1000;aleatorio;0.284999;4160
16;D-Heap-Max;4;1000;aleatorio;0.321098;4160
17;D-Heap-Max;4;1000;aleatorio;0.442498;4160
18;D-Heap-Max;4;1000;aleatorio;0.398699;4160
19;D-Heap-Max;4;1000;aleatorio;0.314998;4160
20;D-Heap-Max;4;1000;aleatorio;0.285399;4160
1;D-Heap-Max;8;1000;aleatorio;0.393699;4128
2;D-Heap-Max;8;1000;aleatorio;0.326198;4128
3;D-Heap-Max;8;1000;aleatorio;0.357599;4128
4;D-Heap-Max;8;1000;aleatorio;0.337698;4128
5;D-Heap-Max;8;1000;aleatorio;0.326299;4128
6;D-Heap-Max;8;1000;aleatorio;0.326199;4128
7;D-Heap-Max;8;1000;aleatorio;0.338398;4128
8;D-Heap-Max;8;1000;aleatorio;0.325999;4128
9;D-Heap-Max;8;1000;aleatorio;0.355398;4128
10;D-Heap-Max;8;1000;aleatorio;0.338999;4128
11;D-Heap-Max;8;1000;aleatorio;0.328898;4128
12;D-Heap-Max;8;1000;aleatorio;0.325199;4128
13;D-Heap-Max;8;1000;aleatorio;0.340799;4128
14;D-Heap-Max;8;1000;aleatorio;0.325898;4128
15;D-Heap-Max;8;1000;aleatorio;0.421398;4128
16;D-Heap-Max;8;1000;aleatorio;0.502698;4128
17;D-Heap-Max;8;1000;aleatorio;0.595497;4128
18;D-Heap-Max;8;1000;aleatorio;0.497098;4128
19;D-Heap-Max;8;1000;aleatorio;0.685897;4128
20;D-Heap-Max;8;1000;aleatorio;0.417198;4128
1;D-Heap-Min;2;1000;aleatorio;0.610598;4320
2;D-Heap-Min;2;1000;aleatorio;0.889996;4320
3;D-Heap-Min;2;1000;aleatorio;0.415098;4320
4;D-Heap-Min;2;1000;aleatorio;0.529598;4320
5;D-Heap-Min;2;1000;aleatorio;0.871496;4320
6;D-Heap-Min;2;1000;aleatorio;0.468998;4320
7;D-Heap-Min;2;1000;aleatorio;0.487498;4320
8;D-Heap-Min;2;1000;aleatorio;0.593997;4320
9;D-Heap-Min;2;1000;aleatorio;0.517598;4320
10;D-Heap-Min;2;1000;aleatorio;0.458398;4320
11;D-Heap-Min;2;1000;aleatorio;0.381699;4320
12;D-Heap-Min;2;1000;aleatorio;0.373598;4320
13;D-Heap-Min;2;1000;aleatorio;0.440898;4320
14;D-Heap-Min;2;1000;aleatorio;0.452098;4320
15;D-Heap-Min;2;1000;aleatorio;0.446698;4320
16;D-Heap-Min;2;1000;aleatorio;0.468298;4320
17;D-Heap-Min;2;1000;aleatorio;0.427198;4320
18;D-Heap-Min;2;1000;aleatorio;0.575898;4320
19;D-Heap-Min;2;1000;aleatorio;0.420598;4320
20;D-Heap-Min;2;1000;aleatorio;0.500398;4320
1;D-Heap-Min;3;1000;aleatorio;0.346798;4224
2;D-Heap-Min;3;1000;aleatorio;0.322999;4224
3;D-Heap-Min;3;1000;aleatorio;4.21838;4224
4;D-Heap-Min;3;1000;aleatorio;0.421099;4224
5;D-Heap-Min;3;1000;aleatorio;0.505798;4224
6;D-Heap-Min;3;1000;aleatorio;2.87369;4224
7;D-Heap-Min;3;1000;aleatorio;0.498798;4224
