Indice;Algoritmo;Aridade_D;Tamanho;Tipo;Tempo_ms;Memoria_KB;Trocas
7;DHeapMax;3;10000;aleatorio;1;0;83621
8;DHeapMax;3;10000;aleatorio;1;0;83621
9;DHeapMax;3;10000;aleatorio;1;0;83621
10;DHeapMax;3;10000;aleatorio;1;0;83621
11;DHeapMax;3;10000;aleatorio;1;0;83621
12;DHeapMax;3;10000;aleatorio;1;0;83621
13;DHeapMax;3;10000;aleatorio;1;0;83621
14;DHeapMax;3;10000;aleatorio;1;0;83621
15;DHeapMax;3;10000;aleatorio;1;0;83621
16;DHeapMax;3;10000;aleatorio;1;0;83621
17;DHeapMax;3;10000;aleatorio;1;0;83621
18;DHeapMax;3;10000;aleatorio;2;0;83621
19;DHeapMax;3;10000;aleatorio;1;0;83621
20;DHeapMax;3;10000;aleatorio;2;0;83621
1;DHeapMax;4;10000;aleatorio;1;0;69221
2;DHeapMax;4;10000;aleatorio;1;0;69221
3;DHeapMax;4;10000;aleatorio;1;0;69221
4;DHeapMax;4;10000;aleatorio;1;0;69221
5;DHeapMax;4;10000;aleatorio;1;0;69221
6;DHeapMax;4;10000;aleatorio;1;0;69221
7;DHeapMax;4;10000;aleatorio;1;0;69221
8;DHeapMax;4;10000;aleatorio;1;0;69221
9;DHeapMax;4;10000;aleatorio;1;0;69221
10;DHeapMax;4;10000;aleatorio;1;0;69221
11;DHeapMax;4;10000;aleatorio;1;0;69221
12;DHeapMax;4;10000;aleatorio;1;0;69221
13;DHeapMax;4;10000;aleatorio;1;0;69221
14;DHeapMax;4;10000;aleatorio;1;0;69221
15;DHeapMax;4;10000;aleatorio;1;0;69221
16;DHeapMax;4;10000;aleatorio;1;0;69221
17;DHeapMax;4;10000;aleatorio;2;0;69221
18;DHeapMax;4;10000;aleatorio;1;0;69221
19;DHeapMax;4;10000;aleatorio;1;0;69221
20;DHeapMax;4;10000;aleatorio;1;0;69221
1;DHeapMax;8;10000;aleatorio;1;0;50588
2;DHeapMax;8;10000;aleatorio;1;0;50588
3;DHeapMax;8;10000;aleatorio;1;0;50588
4;DHeapMax;8;10000;aleatorio;2;0;50588
5;DHeapMax;8;10000;aleatorio;1;0;50588
6;DHeapMax;8;10000;aleatorio;1;0;50588
7;DHeapMax;8;10000;aleatorio;1;0;50588
8;DHeapMax;8;10000;aleatorio;1;0;50588
9;DHeapMax;8;10000;aleatorio;1;0;50588
10;DHeapMax;8;10000;aleatorio;1;0;50588
11;DHeapMax;8;10000;aleatorio;1;0;50588
12;DHeapMax;8;10000;aleatorio;1;0;50588
13;DHeapMax;8;10000;aleatorio;1;0;50588
14;DHeapMax;8;10000;aleatorio;1;0;50588
15;DHeapMax;8;10000;aleatorio;1;0;50588
16;DHeapMax;8;10000;aleatorio;1;0;50588
17;DHeapMax;8;10000;aleatorio;2;0;50588
18;DHeapMax;8;10000;aleatorio;2;0;50588
19;DHeapMax;8;10000;aleatorio;2;0;50588
20;DHeapMax;8;10000;aleatorio;2;0;50588
1;DHeapMin;2;10000;aleatorio;2;0;124254
2;DHeapMin;2;10000;aleatorio;2;0;124254
3;DHeapMin;2;10000;aleatorio;1;0;124254
4;DHeapMin;2;10000;aleatorio;2;0;124254
5;DHeapMin;2;10000;aleatorio;1;0;124254
6;DHeapMin;2;10000;aleatorio;1;0;124254
7;DHeapMin;2;10000;aleatorio;1;0;124254
8;DHeapMin;2;10000;aleatorio;1;0;124254
9;DHeapMin;2;10000;aleatorio;1;0;124254
10;DHeapMin;2;10000;aleatorio;1;0;124254
11;DHeapMin;2;10000;aleatorio;1;0;124254
12;DHeapMin;2;10000;aleatorio;1;0;124254
13;DHeapMin;2;10000;aleatorio;1;0;124254
14;DHeapMin;2;10000;aleatorio;1;0;124254
15;DHeapMin;2;10000;aleatorio;1;0;124254
16;DHeapMin;2;10000;aleatorio;1;0;124254
17;DHeapMin;2;10000;aleatorio;1;0;124254
18;DHeapMin;2;10000;aleatorio;1;0;124254
19;DHeapMin;2;10000;aleatorio;1;0;124254
20;DHeapMin;2;10000;aleatorio;1;0;124254
1;DHeapMin;3;10000;aleatorio;2;0;83512
2;DHeapMin;3;10000;aleatorio;1;0;83512
3;DHeapMin;3;10000;aleatorio;1;0;83512
4;DHeapMin;3;10000;aleatorio;1;0;83512
5;DHeapMin;3;10000;aleatorio;1;0;83512
6;DHeapMin;3;10000;aleatorio;1;0;83512
7;DHeapMin;3;10000;aleatorio;1;0;83512
8;DHeapMin;3;10000;aleatorio;1;0;83512
9;DHeapMin;3;10000;aleatorio;1;0;83512
10;DHeapMin;3;10000;aleatorio;1;0;83512
11;DHeapMin;3;10000;aleatorio;2;0;83512
12;DHeapMin;3;10000;aleatorio;2;0;83512
13;DHeapMin;3;10000;aleatorio;1;0;83512
14;DHeapMin;3;10000;aleatorio;1;0;83512
15;DHeapMin;3;10000;aleatorio;2;0;83512
16;DHeapMin;3;10000;aleatorio;1;0;83512
17;DHeapMin;3;10000;aleatorio;1;0;83512
18;DHeapMin;3;10000;aleatorio;1;0;83512
19;DHeapMin;3;10000;aleatorio;1;0;83512
20;DHeapMin;3;10000;aleatorio;1;0;83512
1;DHeapMin;4;10000;aleatorio;1;0;69356
2;DHeapMin;4;10000;aleatorio;1;0;69356
3;DHeapMin;4;10000;aleatorio;1;0;69356
4;DHeapMin;4;10000;aleatorio;1;0;69356
5;DHeapMin;4;10000;aleatorio;1;0;69356
6;DHeapMin;4;10000;aleatorio;1;0;69356
7;DHeapMin;4;10000;aleatorio;1;0;69356
8;DHeapMin;4;10000;aleatorio;1;0;69356
9;DHeapMin;4;10000;aleatorio;1;0;69356
10;DHeapMin;4;10000;aleatorio;1;0;69356
11;DHeapMin;4;10000;aleatorio;1;0;69356
12;DHeapMin;4;10000;aleatorio;2;0;69356
13;DHeapMin;4;10000;aleatorio;2;0;69356
14;DHeapMin;4;10000;aleatorio;2;0;69356
15;DHeapMin;4;10000;aleatorio;2;0;69356
16;DHeapMin;4;10000;aleatorio;2;0;69356
17;DHeapMin;4;10000;aleatorio;1;0;69356
18;DHeapMin;4;10000;aleatorio;1;0;69356
19;DHeapMin;4;10000;aleatorio;1;0;69356
20;DHeapMin;4;10000;aleatorio;1;0;69356
1;DHeapMin;8;10000;aleatorio;2;0;50694
2;DHeapMin;8;10000;aleatorio;2;0;50694
3;DHeapMin;8;10000;aleatorio;2;0;50694
4;DHeapMin;8;10000;aleatorio;3;0;50694
5;DHeapMin;8;10000;aleatorio;1;0;50694
6;DHeapMin;8;10000;aleatorio;1;0;50694
7;DHeapMin;8;10000;aleatorio;1;0;50694
8;DHeapMin;8;10000;aleatorio;1;0;50694
9;DHeapMin;8;10000;aleatorio;1;0;50694
10;DHeapMin;8;10000;aleatorio;2;0;50694
11;DHeapMin;8;10000;aleatorio;1;0;50694
12;DHeapMin;8;10000;aleatorio;1;0;50694
13;DHeapMin;8;10000;aleatorio;1;0;50694
14;DHeapMin;8;10000;aleatorio;1;0;50694
15;DHeapMin;8;10000;aleatorio;1;0;50694
16;DHeapMin;8;10000;aleatorio;1;0;50694
17;DHeapMin;8;10000;aleatorio;1;0;50694
18;DHeapMin;8;10000;aleatorio;1;0;50694
19;DHeapMin;8;10000;aleatorio;1;0;50694
20;DHeapMin;8;10000;aleatorio;1;0;50694
1;SmoothSort;1;10000;aleatorio;1;0;167207
2;SmoothSort;1;10000;aleatorio;1;0;167207
3;SmoothSort;1;10000;aleatorio;1;0;167207
4;SmoothSort;1;10000;aleatorio;1;0;167207
5;SmoothSort;1;10000;aleatorio;1;0;167207
6;SmoothSort;1;10000;aleatorio;1;0;167207
7;SmoothSort;1;10000;aleatorio;1;0;167207
8;SmoothSort;1;10000;aleatorio;1;0;167207
9;SmoothSort;1;10000;aleatorio;1;0;167207
10;SmoothSort;1;10000;aleatorio;1;0;167207
11;SmoothSort;1;10000;aleatorio;1;0;167207
12;SmoothSort;1;10000;aleatorio;1;0;167207
13;SmoothSort;1;10000;aleatorio;1;0;167207
14;SmoothSort;1;10000;aleatorio;1;0;167207
15;SmoothSort;1;10000;aleatorio;1;0;167207
16;SmoothSort;1;10000;aleatorio;1;0;167207
17;SmoothSort;1;10000;aleatorio;1;0;167207
18;SmoothSort;1;10000;aleatorio;1;0;167207
19;SmoothSort;1;10000;aleatorio;1;0;167207
20;SmoothSort;1;10000;aleatorio;1;0;167207
1;DHeapMax;2;10000;ordenado;2;0;131956
2;DHeapMax;2;10000;ordenado;1;0;131956
3;DHeapMax;2;10000;ordenado;2;0;131956
4;DHeapMax;2;10000;ordenado;1;0;131956
5;DHeapMax;2;10000;ordenado;1;0;131956
6;DHeapMax;2;10000;ordenado;1;0;131956
7;DHeapMax;2;10000;ordenado;1;0;131956
8;DHeapMax;2;10000;ordenado;1;0;131956
9;DHeapMax;2;10000;ordenado;1;0;131956
10;DHeapMax;2;10000;ordenado;1;0;131956
11;DHeapMax;2;10000;ordenado;1;0;131956
12;DHeapMax;2;10000;ordenado;1;0;131956
13;DHeapMax;2;10000;ordenado;1;0;131956
14;DHeapMax;2;10000;ordenado;1;0;131956
15;DHeapMax;2;10000;ordenado;1;0;131956
16;DHeapMax;2;10000;ordenado;1;0;131956
17;DHeapMax;2;10000;ordenado;1;0;131956
18;DHeapMax;2;10000;ordenado;1;0;131956
19;DHeapMax;2;10000;ordenado;1;0;131956
20;DHeapMax;2;10000;ordenado;1;0;131956
1;DHeapMax;3;10000;ordenado;1;0;88690
2;DHeapMax;3;10000;ordenado;1;0;88690
3;DHeapMax;3;10000;ordenado;1;0;88690
4;DHeapMax;3;10000;ordenado;1;0;88690
5;DHeapMax;3;10000;ordenado;1;0;88690
6;DHeapMax;3;10000;ordenado;1;0;88690
7;DHeapMax;3;10000;ordenado;1;0;88690
8;DHeapMax;3;10000;ordenado;1;0;88690
9;DHeapMax;3;10000;ordenado;1;0;88690
10;DHeapMax;3;10000;ordenado;1;0;88690
11;DHeapMax;3;10000;ordenado;1;0;88690
12;DHeapMax;3;10000;ordenado;1;0;88690
13;DHeapMax;3;10000;ordenado;1;0;88690
14;DHeapMax;3;10000;ordenado;2;0;88690
15;DHeapMax;3;10000;ordenado;1;0;88690
16;DHeapMax;3;10000;ordenado;1;0;88690
17;DHeapMax;3;10000;ordenado;1;0;88690
18;DHeapMax;3;10000;ordenado;1;0;88690
19;DHeapMax;3;10000;ordenado;1;0;88690
20;DHeapMax;3;10000;ordenado;1;0;88690
1;DHeapMax;4;10000;ordenado;1;0;75132
2;DHeapMax;4;10000;ordenado;1;0;75132
3;DHeapMax;4;10000;ordenado;1;0;75132
4;DHeapMax;4;10000;ordenado;1;0;75132
5;DHeapMax;4;10000;ordenado;1;0;75132
6;DHeapMax;4;10000;ordenado;1;0;75132
7;DHeapMax;4;10000;ordenado;0;0;75132
8;DHeapMax;4;10000;ordenado;0;0;75132
9;DHeapMax;4;10000;ordenado;1;0;75132
10;DHeapMax;4;10000;ordenado;1;0;75132
11;DHeapMax;4;10000;ordenado;0;0;75132
12;DHeapMax;4;10000;ordenado;1;0;75132
13;DHeapMax;4;10000;ordenado;1;0;75132
14;DHeapMax;4;10000;ordenado;1;0;75132
15;DHeapMax;4;10000;ordenado;1;0;75132
16;DHeapMax;4;10000;ordenado;1;0;75132
17;DHeapMax;4;10000;ordenado;1;0;75132
18;DHeapMax;4;10000;ordenado;1;0;75132
19;DHeapMax;4;10000;ordenado;1;0;75132
20;DHeapMax;4;10000;ordenado;1;0;75132
1;DHeapMax;8;10000;ordenado;0;0;55380
2;DHeapMax;8;10000;ordenado;0;0;55380
3;DHeapMax;8;10000;ordenado;1;0;55380
4;DHeapMax;8;10000;ordenado;1;0;55380
5;DHeapMax;8;10000;ordenado;1;0;55380
6;DHeapMax;8;10000;ordenado;1;0;55380
7;DHeapMax;8;10000;ordenado;1;0;55380
8;DHeapMax;8;10000;ordenado;1;0;55380
9;DHeapMax;8;10000;ordenado;1;0;55380
10;DHeapMax;8;10000;ordenado;1;0;55380
11;DHeapMax;8;10000;ordenado;1;0;55380
12;DHeapMax;8;10000;ordenado;1;0;55380
13;DHeapMax;8;10000;ordenado;1;0;55380
14;DHeapMax;8;10000;ordenado;1;0;55380
15;DHeapMax;8;10000;ordenado;0;0;55380
16;DHeapMax;8;10000;ordenado;1;0;55380
17;DHeapMax;8;10000;ordenado;1;0;55380
18;DHeapMax;8;10000;ordenado;1;0;55380
19;DHeapMax;8;10000;ordenado;1;0;55380
20;DHeapMax;8;10000;ordenado;1;0;55380
1;DHeapMin;2;10000;ordenado;1;0;116696
2;DHeapMin;2;10000;ordenado;2;0;116696
3;DHeapMin;2;10000;ordenado;2;0;116696
4;DHeapMin;2;10000;ordenado;1;0;116696
5;DHeapMin;2;10000;ordenado;1;0;116696
6;DHeapMin;2;10000;ordenado;1;0;116696
7;DHeapMin;2;10000;ordenado;1;0;116696
8;DHeapMin;2;10000;ordenado;1;0;116696
9;DHeapMin;2;10000;ordenado;1;0;116696
10;DHeapMin;2;10000;ordenado;1;0;116696
11;DHeapMin;2;10000;ordenado;1;0;116696
12;DHeapMin;2;10000;ordenado;1;0;116696
13;DHeapMin;2;10000;ordenado;1;0;116696
14;DHeapMin;2;10000;ordenado;1;0;116696
15;DHeapMin;2;10000;ordenado;1;0;116696
16;DHeapMin;2;10000;ordenado;1;0;116696
17;DHeapMin;2;10000;ordenado;1;0;116696
18;DHeapMin;2;10000;ordenado;1;0;116696
19;DHeapMin;2;10000;ordenado;1;0;116696
20;DHeapMin;2;10000;ordenado;1;0;116696
1;DHeapMin;3;10000;ordenado;1;0;80368
2;DHeapMin;3;10000;ordenado;0;0;80368
3;DHeapMin;3;10000;ordenado;0;0;80368
4;DHeapMin;3;10000;ordenado;1;0;80368
5;DHeapMin;3;10000;ordenado;0;0;80368
6;DHeapMin;3;10000;ordenado;1;0;80368
7;DHeapMin;3;10000;ordenado;1;0;80368
8;DHeapMin;3;10000;ordenado;1;0;80368
9;DHeapMin;3;10000;ordenado;1;0;80368
10;DHeapMin;3;10000;ordenado;1;0;80368
11;DHeapMin;3;10000;ordenado;1;0;80368
12;DHeapMin;3;10000;ordenado;1;0;80368
13;DHeapMin;3;10000;ordenado;1;0;80368
14;DHeapMin;3;10000;ordenado;1;0;80368
15;DHeapMin;3;10000;ordenado;1;0;80368
16;DHeapMin;3;10000;ordenado;1;0;80368
17;DHeapMin;3;10000;ordenado;0;0;80368
18;DHeapMin;3;10000;ordenado;1;0;80368
19;DHeapMin;3;10000;ordenado;0;0;80368
20;DHeapMin;3;10000;ordenado;1;0;80368
1;DHeapMin;4;10000;ordenado;1;0;65820
2;DHeapMin;4;10000;ordenado;1;0;65820
3;DHeapMin;4;10000;ordenado;0;0;65820
4;DHeapMin;4;10000;ordenado;1;0;65820
5;DHeapMin;4;10000;ordenado;1;0;65820
6;DHeapMin;4;10000;ordenado;1;0;65820
7;DHeapMin;4;10000;ordenado;0;0;65820
8;DHeapMin;4;10000;ordenado;1;0;65820
9;DHeapMin;4;10000;ordenado;0;0;65820
10;DHeapMin;4;10000;ordenado;0;0;65820
11;DHeapMin;4;10000;ordenado;1;0;65820
12;DHeapMin;4;10000;ordenado;0;0;65820
13;DHeapMin;4;10000;ordenado;0;0;65820
14;DHeapMin;4;10000;ordenado;0;0;65820
15;DHeapMin;4;10000;ordenado;1;0;65820
16;DHeapMin;4;10000;ordenado;1;0;65820
17;DHeapMin;4;10000;ordenado;0;0;65820
18;DHeapMin;4;10000;ordenado;1;0;65820
19;DHeapMin;4;10000;ordenado;1;0;65820
20;DHeapMin;4;10000;ordenado;1;0;65820
1;DHeapMin;8;10000;ordenado;1;0;46956
2;DHeapMin;8;10000;ordenado;1;0;46956
3;DHeapMin;8;10000;ordenado;1;0;46956
4;DHeapMin;8;10000;ordenado;1;0;46956
5;DHeapMin;8;10000;ordenado;1;0;46956
6;DHeapMin;8;10000;ordenado;1;0;46956
7;DHeapMin;8;10000;ordenado;1;0;46956
8;DHeapMin;8;10000;ordenado;1;0;46956
9;DHeapMin;8;10000;ordenado;1;0;46956
10;DHeapMin;8;10000;ordenado;1;0;46956
11;DHeapMin;8;10000;ordenado;1;0;46956
12;DHeapMin;8;10000;ordenado;0;0;46956
13;DHeapMin;8;10000;ordenado;1;0;46956
14;DHeapMin;8;10000;ordenado;0;0;46956
15;DHeapMin;8;10000;ordenado;1;0;46956
16;DHeapMin;8;10000;ordenado;0;0;46956
17;DHeapMin;8;10000;ordenado;1;0;46956
18;DHeapMin;8;10000;ordenado;0;0;46956
19;DHeapMin;8;10000;ordenado;1;0;46956
20;DHeapMin;8;10000;ordenado;1;0;46956
1;SmoothSort;1;10000;ordenado;0;0;0
2;SmoothSort;1;10000;ordenado;0;0;0
3;SmoothSort;1;10000;ordenado;0;0;0
4;SmoothSort;1;10000;ordenado;0;0;0
5;SmoothSort;1;10000;ordenado;0;0;0
6;SmoothSort;1;10000;ordenado;0;0;0
7;SmoothSort;1;10000;ordenado;0;0;0
8;SmoothSort;1;10000;ordenado;0;0;0
9;SmoothSort;1;10000;ordenado;0;0;0
10;SmoothSort;1;10000;ordenado;0;0;0
11;SmoothSort;1;10000;ordenado;0;0;0
12;SmoothSort;1;10000;ordenado;0;0;0
13;SmoothSort;1;10000;ordenado;0;0;0
14;SmoothSort;1;10000;ordenado;0;0;0
15;SmoothSort;1;10000;ordenado;0;0;0
16;SmoothSort;1;10000;ordenado;0;0;0
17;SmoothSort;1;10000;ordenado;0;0;0
18;SmoothSort;1;10000;ordenado;0;0;0
19;SmoothSort;1;10000;ordenado;0;0;0
20;SmoothSort;1;10000;ordenado;0;0;0
1;DHeapMax;2;10000;invertido;2;0;116696
2;DHeapMax;2;10000;invertido;1;0;116696
3;DHeapMax;2;10000;invertido;1;0;116696
4;DHeapMax;2;10000;invertido;1;0;116696
5;DHeapMax;2;10000;invertido;1;0;116696
6;DHeapMax;2;10000;invertido;1;0;116696
7;DHeapMax;2;10000;invertido;1;0;116696
8;DHeapMax;2;10000;invertido;1;0;116696
9;DHeapMax;2;10000;invertido;1;0;116696
10;DHeapMax;2;10000;invertido;1;0;116696
11;DHeapMax;2;10000;invertido;1;0;116696
12;DHeapMax;2;10000;invertido;1;0;116696
13;DHeapMax;2;10000;invertido;1;0;116696
14;DHeapMax;2;10000;invertido;1;0;116696
15;DHeapMax;2;10000;invertido;1;0;116696
16;DHeapMax;2;10000;invertido;1;0;116696
17;DHeapMax;2;10000;invertido;1;0;116696
18;DHeapMax;2;10000;invertido;1;0;116696
19;DHeapMax;2;10000;invertido;1;0;116696
20;DHeapMax;2;10000;invertido;1;0;116696
1;DHeapMax;3;10000;invertido;1;0;80368
2;DHeapMax;3;10000;invertido;1;0;80368
3;DHeapMax;3;10000;invertido;1;0;80368
4;DHeapMax;3;10000;invertido;1;0;80368
5;DHeapMax;3;10000;invertido;1;0;80368
6;DHeapMax;3;10000;invertido;1;0;80368
7;DHeapMax;3;10000;invertido;1;0;80368
8;DHeapMax;3;10000;invertido;1;0;80368
9;DHeapMax;3;10000;invertido;1;0;80368
10;DHeapMax;3;10000;invertido;1;0;80368
11;DHeapMax;3;10000;invertido;1;0;80368
12;DHeapMax;3;10000;invertido;1;0;80368
13;DHeapMax;3;10000;invertido;1;0;80368
14;DHeapMax;3;10000;invertido;1;0;80368
15;DHeapMax;3;10000;invertido;1;0;80368
16;DHeapMax;3;10000;invertido;0;0;80368
17;DHeapMax;3;10000;invertido;1;0;80368
18;DHeapMax;3;10000;invertido;1;0;80368
19;DHeapMax;3;10000;invertido;1;0;80368
20;DHeapMax;3;10000;invertido;1;0;80368
1;DHeapMax;4;10000;invertido;1;0;65820
2;DHeapMax;4;10000;invertido;1;0;65820
3;DHeapMax;4;10000;invertido;1;0;65820
4;DHeapMax;4;10000;invertido;1;0;65820
5;DHeapMax;4;10000;invertido;1;0;65820
6;DHeapMax;4;10000;invertido;0;0;65820
7;DHeapMax;4;10000;invertido;0;0;65820
8;DHeapMax;4;10000;invertido;0;0;65820
9;DHeapMax;4;10000;invertido;1;0;65820
10;DHeapMax;4;10000;invertido;1;0;65820
11;DHeapMax;4;10000;invertido;1;0;65820
12;DHeapMax;4;10000;invertido;1;0;65820
13;DHeapMax;4;10000;invertido;0;0;65820
14;DHeapMax;4;10000;invertido;0;0;65820
15;DHeapMax;4;10000;invertido;0;0;65820
16;DHeapMax;4;10000;invertido;0;0;65820
17;DHeapMax;4;10000;invertido;0;0;65820
18;DHeapMax;4;10000;invertido;0;0;65820
19;DHeapMax;4;10000;invertido;1;0;65820
20;DHeapMax;4;10000;invertido;1;0;65820
1;DHeapMax;8;10000;invertido;1;0;46956
2;DHeapMax;8;10000;invertido;1;0;46956
3;DHeapMax;8;10000;invertido;1;0;46956
4;DHeapMax;8;10000;invertido;1;0;46956
5;DHeapMax;8;10000;invertido;2;0;46956
6;DHeapMax;8;10000;invertido;1;0;46956
7;DHeapMax;8;10000;invertido;1;0;46956
8;DHeapMax;8;10000;invertido;0;0;46956
9;DHeapMax;8;10000;invertido;1;0;46956
10;DHeapMax;8;10000;invertido;1;0;46956
11;DHeapMax;8;10000;invertido;0;0;46956
12;DHeapMax;8;10000;invertido;1;0;46956
13;DHeapMax;8;10000;invertido;1;0;46956
14;DHeapMax;8;10000;invertido;1;0;46956
15;DHeapMax;8;10000;invertido;1;0;46956
16;DHeapMax;8;10000;invertido;1;0;46956
17;DHeapMax;8;10000;invertido;1;0;46956
18;DHeapMax;8;10000;invertido;1;0;46956
19;DHeapMax;8;10000;invertido;1;0;46956
20;DHeapMax;8;10000;invertido;1;0;46956
1;DHeapMin;2;10000;invertido;1;0;131956
2;DHeapMin;2;10000;invertido;1;0;131956
3;DHeapMin;2;10000;invertido;1;0;131956
4;DHeapMin;2;10000;invertido;1;0;131956
5;DHeapMin;2;10000;invertido;1;0;131956
6;DHeapMin;2;10000;invertido;1;0;131956
7;DHeapMin;2;10000;invertido;1;0;131956
8;DHeapMin;2;10000;invertido;1;0;131956
9;DHeapMin;2;10000;invertido;1;0;131956
10;DHeapMin;2;10000;invertido;1;0;131956
11;DHeapMin;2;10000;invertido;1;0;131956
12;DHeapMin;2;10000;invertido;1;0;131956
13;DHeapMin;2;10000;invertido;1;0;131956
14;DHeapMin;2;10000;invertido;1;0;131956
15;DHeapMin;2;10000;invertido;1;0;131956
16;DHeapMin;2;10000;invertido;1;0;131956
17;DHeapMin;2;10000;invertido;1;0;131956
18;DHeapMin;2;10000;invertido;1;0;131956
19;DHeapMin;2;10000;invertido;1;0;131956
20;DHeapMin;2;10000;invertido;1;0;131956
1;DHeapMin;3;10000;invertido;1;0;88690
2;DHeapMin;3;10000;invertido;1;0;88690
3;DHeapMin;3;10000;invertido;1;0;88690
4;DHeapMin;3;10000;invertido;1;0;88690
5;DHeapMin;3;10000;invertido;1;0;88690
6;DHeapMin;3;10000;invertido;1;0;88690
7;DHeapMin;3;10000;invertido;1;0;88690
8;DHeapMin;3;10000;invertido;1;0;88690
9;DHeapMin;3;10000;invertido;1;0;88690
10;DHeapMin;3;10000;invertido;1;0;88690
11;DHeapMin;3;10000;invertido;1;0;88690
12;DHeapMin;3;10000;invertido;1;0;88690
13;DHeapMin;3;10000;invertido;1;0;88690
14;DHeapMin;3;10000;invertido;1;0;88690
15;DHeapMin;3;10000;invertido;1;0;88690
16;DHeapMin;3;10000;invertido;1;0;88690
17;DHeapMin;3;10000;invertido;1;0;88690
18;DHeapMin;3;10000;invertido;1;0;88690
19;DHeapMin;3;10000;invertido;1;0;88690
20;DHeapMin;3;10000;invertido;1;0;88690
1;DHeapMin;4;10000;invertido;1;0;75132
2;DHeapMin;4;10000;invertido;1;0;75132
3;DHeapMin;4;10000;invertido;1;0;75132
4;DHeapMin;4;10000;invertido;1;0;75132
5;DHeapMin;4;10000;invertido;1;0;75132
6;DHeapMin;4;10000;invertido;1;0;75132
7;DHeapMin;4;10000;invertido;1;0;75132
8;DHeapMin;4;10000;invertido;0;0;75132
9;DHeapMin;4;10000;invertido;1;0;75132
10;DHeapMin;4;10000;invertido;0;0;75132
11;DHeapMin;4;10000;invertido;1;0;75132
12;DHeapMin;4;10000;invertido;0;0;75132
13;DHeapMin;4;10000;invertido;0;0;75132
14;DHeapMin;4;10000;invertido;1;0;75132
15;DHeapMin;4;10000;invertido;1;0;75132
16;DHeapMin;4;10000;invertido;0;0;75132
17;DHeapMin;4;10000;invertido;1;0;75132
18;DHeapMin;4;10000;invertido;0;0;75132
19;DHeapMin;4;10000;invertido;1;0;75132
20;DHeapMin;4;10000;invertido;1;0;75132
1;DHeapMin;8;10000;invertido;1;0;55380
2;DHeapMin;8;10000;invertido;0;0;55380
3;DHeapMin;8;10000;invertido;1;0;55380
4;DHeapMin;8;10000;invertido;1;0;55380
5;DHeapMin;8;10000;invertido;1;0;55380
6;DHeapMin;8;10000;invertido;1;0;55380
7;DHeapMin;8;10000;invertido;1;0;55380
8;DHeapMin;8;10000;invertido;2;0;55380
9;DHeapMin;8;10000;invertido;2;0;55380
10;DHeapMin;8;10000;invertido;2;0;55380
11;DHeapMin;8;10000;invertido;1;0;55380
12;DHeapMin;8;10000;invertido;1;0;55380
13;DHeapMin;8;10000;invertido;1;0;55380
14;DHeapMin;8;10000;invertido;1;0;55380
15;DHeapMin;8;10000;invertido;1;0;55380
16;DHeapMin;8;10000;invertido;1;0;55380
17;DHeapMin;8;10000;invertido;1;0;55380
18;DHeapMin;8;10000;invertido;1;0;55380
19;DHeapMin;8;10000;invertido;1;0;55380
20;DHeapMin;8;10000;invertido;1;0;55380
1;SmoothSort;1;10000;invertido;0;0;140393
2;SmoothSort;1;10000;invertido;0;0;140393
3;SmoothSort;1;10000;invertido;0;0;140393
4;SmoothSort;1;10000;invertido;0;0;140393
5;SmoothSort;1;10000;invertido;0;0;140393
6;SmoothSort;1;10000;invertido;1;0;140393
7;SmoothSort;1;10000;invertido;1;0;140393
8;SmoothSort;1;10000;invertido;0;0;140393
9;SmoothSort;1;10000;invertido;0;0;140393
10;SmoothSort;1;10000;invertido;1;0;140393
11;SmoothSort;1;10000;invertido;0;0;140393
12;SmoothSort;1;10000;invertido;1;0;140393
13;SmoothSort;1;10000;invertido;0;0;140393
14;SmoothSort;1;10000;invertido;0;0;140393
15;SmoothSort;1;10000;invertido;0;0;140393
16;SmoothSort;1;10000;invertido;0;0;140393
17;SmoothSort;1;10000;invertido;0;0;140393
18;SmoothSort;1;10000;invertido;0;0;140393
19;SmoothSort;1;10000;invertido;0;0;140393
20;SmoothSort;1;10000;invertido;0;0;140393
1;DHeapMax;2;100000;aleatorio;20;0;1575058
2;DHeapMax;2;100000;aleatorio;21;0;1575058
3;DHeapMax;2;100000;aleatorio;18;0;1575058
4;DHeapMax;2;100000;aleatorio;20;0;1575058
5;DHeapMax;2;100000;aleatorio;28;0;1575058
6;DHeapMax;2;100000;aleatorio;22;0;1575058
7;DHeapMax;2;100000;aleatorio;19;0;1575058
8;DHeapMax;2;100000;aleatorio;17;0;1575058
9;DHeapMax;2;100000;aleatorio;17;0;1575058
10;DHeapMax;2;100000;aleatorio;26;0;1575058
11;DHeapMax;2;100000;aleatorio;20;0;1575058
12;DHeapMax;2;100000;aleatorio;19;0;1575058
13;DHeapMax;2;100000;aleatorio;28;0;1575058
14;DHeapMax;2;100000;aleatorio;18;0;1575058
15;DHeapMax;2;100000;aleatorio;18;0;1575058
16;DHeapMax;2;100000;aleatorio;20;0;1575058
17;DHeapMax;2;100000;aleatorio;18;0;1575058
18;DHeapMax;2;100000;aleatorio;19;0;1575058
19;DHeapMax;2;100000;aleatorio;17;0;1575058
20;DHeapMax;2;100000;aleatorio;18;0;1575058
1;DHeapMax;3;100000;aleatorio;17;0;1045613
2;DHeapMax;3;100000;aleatorio;16;0;1045613
