Indice;Algoritmo;Aridade_D;Tamanho;Tipo;Tempo_ms;Memoria_KB;Trocas
10;DHeapMax;3;1000;aleatorio;0;0;6268
11;DHeapMax;3;1000;aleatorio;0;0;6268
12;DHeapMax;3;1000;aleatorio;0;0;6268
13;DHeapMax;3;1000;aleatorio;0;0;6268
14;DHeapMax;3;1000;aleatorio;0;0;6268
15;DHeapMax;3;1000;aleatorio;0;0;6268
16;DHeapMax;3;1000;aleatorio;0;0;6268
17;DHeapMax;3;1000;aleatorio;0;0;6268
18;DHeapMax;3;1000;aleatorio;0;0;6268
19;DHeapMax;3;1000;aleatorio;0;0;6268
20;DHeapMax;3;1000;aleatorio;0;0;6268
1;DHeapMax;4;1000;aleatorio;0;0;5257
2;DHeapMax;4;1000;aleatorio;0;0;5257
3;DHeapMax;4;1000;aleatorio;0;0;5257
4;DHeapMax;4;1000;aleatorio;0;0;5257
5;DHeapMax;4;1000;aleatorio;0;0;5257
6;DHeapMax;4;1000;aleatorio;0;0;5257
7;DHeapMax;4;1000;aleatorio;0;0;5257
8;DHeapMax;4;1000;aleatorio;0;0;5257
9;DHeapMax;4;1000;aleatorio;0;0;5257
10;DHeapMax;4;1000;aleatorio;0;0;5257
11;DHeapMax;4;1000;aleatorio;0;0;5257
12;DHeapMax;4;1000;aleatorio;0;0;5257
13;DHeapMax;4;1000;aleatorio;0;0;5257
14;DHeapMax;4;1000;aleatorio;0;0;5257
15;DHeapMax;4;1000;aleatorio;0;0;5257
16;DHeapMax;4;1000;aleatorio;0;0;5257
17;DHeapMax;4;1000;aleatorio;0;0;5257
18;DHeapMax;4;1000;aleatorio;0;0;5257
19;DHeapMax;4;1000;aleatorio;0;0;5257
20;DHeapMax;4;1000;aleatorio;0;0;5257
1;DHeapMax;8;1000;aleatorio;0;0;3955
2;DHeapMax;8;1000;aleatorio;0;0;3955
3;DHeapMax;8;1000;aleatorio;0;0;3955
4;DHeapMax;8;1000;aleatorio;0;0;3955
5;DHeapMax;8;1000;aleatorio;0;0;3955
6;DHeapMax;8;1000;aleatorio;0;0;3955
7;DHeapMax;8;1000;aleatorio;0;0;3955
8;DHeapMax;8;1000;aleatorio;0;0;3955
9;DHeapMax;8;1000;aleatorio;0;0;3955
10;DHeapMax;8;1000;aleatorio;0;0;3955
11;DHeapMax;8;1000;aleatorio;0;0;3955
12;DHeapMax;8;1000;aleatorio;0;0;3955
13;DHeapMax;8;1000;aleatorio;0;0;3955
14;DHeapMax;8;1000;aleatorio;0;0;3955
15;DHeapMax;8;1000;aleatorio;0;0;3955
16;DHeapMax;8;1000;aleatorio;0;0;3955
17;DHeapMax;8;1000;aleatorio;0;0;3955
18;DHeapMax;8;1000;aleatorio;0;0;3955
19;DHeapMax;8;1000;aleatorio;0;0;3955
20;DHeapMax;8;1000;aleatorio;0;0;3955
1;DHeapMin;2;1000;aleatorio;0;0;9112
2;DHeapMin;2;1000;aleatorio;0;0;9112
3;DHeapMin;2;1000;aleatorio;0;0;9112
4;DHeapMin;2;1000;aleatorio;0;0;9112
5;DHeapMin;2;1000;aleatorio;0;0;9112
6;DHeapMin;2;1000;aleatorio;0;0;9112
7;DHeapMin;2;1000;aleatorio;0;0;9112
8;DHeapMin;2;1000;aleatorio;0;0;9112
9;DHeapMin;2;1000;aleatorio;0;0;9112
10;DHeapMin;2;1000;aleatorio;0;0;9112
11;DHeapMin;2;1000;aleatorio;0;0;9112
12;DHeapMin;2;1000;aleatorio;0;0;9112
13;DHeapMin;2;1000;aleatorio;0;0;9112
14;DHeapMin;2;1000;aleatorio;0;0;9112
15;DHeapMin;2;1000;aleatorio;0;0;9112
16;DHeapMin;2;1000;aleatorio;0;0;9112
17;DHeapMin;2;1000;aleatorio;0;0;9112
18;DHeapMin;2;1000;aleatorio;0;0;9112
19;DHeapMin;2;1000;aleatorio;0;0;9112
20;DHeapMin;2;1000;aleatorio;0;0;9112
1;DHeapMin;3;1000;aleatorio;0;0;6279
2;DHeapMin;3;1000;aleatorio;0;0;6279
3;DHeapMin;3;1000;aleatorio;0;0;6279
4;DHeapMin;3;1000;aleatorio;0;0;6279
5;DHeapMin;3;1000;aleatorio;0;0;6279
6;DHeapMin;3;1000;aleatorio;0;0;6279
7;DHeapMin;3;1000;aleatorio;0;0;6279
8;DHeapMin;3;1000;aleatorio;0;0;6279
9;DHeapMin;3;1000;aleatorio;0;0;6279
10;DHeapMin;3;1000;aleatorio;0;0;6279
11;DHeapMin;3;1000;aleatorio;0;0;6279
12;DHeapMin;3;1000;aleatorio;0;0;6279
13;DHeapMin;3;1000;aleatorio;0;0;6279
14;DHeapMin;3;1000;aleatorio;0;0;6279
15;DHeapMin;3;1000;aleatorio;0;0;6279
16;DHeapMin;3;1000;aleatorio;0;0;6279
17;DHeapMin;3;1000;aleatorio;0;0;6279
18;DHeapMin;3;1000;aleatorio;0;0;6279
19;DHeapMin;3;1000;aleatorio;0;0;6279
20;DHeapMin;3;1000;aleatorio;0;0;6279
1;DHeapMin;4;1000;aleatorio;0;0;5275
2;DHeapMin;4;1000;aleatorio;0;0;5275
3;DHeapMin;4;1000;aleatorio;0;0;5275
4;DHeapMin;4;1000;aleatorio;0;0;5275
5;DHeapMin;4;1000;aleatorio;0;0;5275
6;DHeapMin;4;1000;aleatorio;0;0;5275
7;DHeapMin;4;1000;aleatorio;0;0;5275
8;DHeapMin;4;1000;aleatorio;0;0;5275
9;DHeapMin;4;1000;aleatorio;0;0;5275
10;DHeapMin;4;1000;aleatorio;0;0;5275
11;DHeapMin;4;1000;aleatorio;0;0;5275
12;DHeapMin;4;1000;aleatorio;0;0;5275
13;DHeapMin;4;1000;aleatorio;0;0;5275
14;DHeapMin;4;1000;aleatorio;0;0;5275
15;DHeapMin;4;1000;aleatorio;0;0;5275
16;DHeapMin;4;1000;aleatorio;0;0;5275
17;DHeapMin;4;1000;aleatorio;0;0;5275
18;DHeapMin;4;1000;aleatorio;0;0;5275
19;DHeapMin;4;1000;aleatorio;0;0;5275
20;DHeapMin;4;1000;aleatorio;0;0;5275
1;DHeapMin;8;1000;aleatorio;0;0;3966
2;DHeapMin;8;1000;aleatorio;0;0;3966
3;DHeapMin;8;1000;aleatorio;0;0;3966
4;DHeapMin;8;1000;aleatorio;0;0;3966
5;DHeapMin;8;1000;aleatorio;0;0;3966
6;DHeapMin;8;1000;aleatorio;0;0;3966
7;DHeapMin;8;1000;aleatorio;0;0;3966
8;DHeapMin;8;1000;aleatorio;0;0;3966
9;DHeapMin;8;1000;aleatorio;0;0;3966
10;DHeapMin;8;1000;aleatorio;0;0;3966
11;DHeapMin;8;1000;aleatorio;0;0;3966
12;DHeapMin;8;1000;aleatorio;0;0;3966
13;DHeapMin;8;1000;aleatorio;0;0;3966
14;DHeapMin;8;1000;aleatorio;0;0;3966
15;DHeapMin;8;1000;aleatorio;0;0;3966
16;DHeapMin;8;1000;aleatorio;0;0;3966
17;DHeapMin;8;1000;aleatorio;0;0;3966
18;DHeapMin;8;1000;aleatorio;0;0;3966
19;DHeapMin;8;1000;aleatorio;0;0;3966
20;DHeapMin;8;1000;aleatorio;0;0;3966
1;SmoothSort;1;1000;aleatorio;0;0;12043
2;SmoothSort;1;1000;aleatorio;0;0;12043
3;SmoothSort;1;1000;aleatorio;0;0;12043
4;SmoothSort;1;1000;aleatorio;0;0;12043
5;SmoothSort;1;1000;aleatorio;0;0;12043
6;SmoothSort;1;1000;aleatorio;0;0;12043
7;SmoothSort;1;1000;aleatorio;0;0;12043
8;SmoothSort;1;1000;aleatorio;0;0;12043
9;SmoothSort;1;1000;aleatorio;0;0;12043
10;SmoothSort;1;1000;aleatorio;0;0;12043
11;SmoothSort;1;1000;aleatorio;0;0;12043
12;SmoothSort;1;1000;aleatorio;0;0;12043
13;SmoothSort;1;1000;aleatorio;0;0;12043
14;SmoothSort;1;1000;aleatorio;0;0;12043
15;SmoothSort;1;1000;aleatorio;0;0;12043
16;SmoothSort;1;1000;aleatorio;0;0;12043
17;SmoothSort;1;1000;aleatorio;0;0;12043
18;SmoothSort;1;1000;aleatorio;0;0;12043
19;SmoothSort;1;1000;aleatorio;0;0;12043
20;SmoothSort;1;1000;aleatorio;0;0;12043
1;DHeapMax;2;1000;ordenado;0;0;9708
2;DHeapMax;2;1000;ordenado;0;0;9708
3;DHeapMax;2;1000;ordenado;0;0;9708
4;DHeapMax;2;1000;ordenado;0;0;9708
5;DHeapMax;2;1000;ordenado;0;0;9708
6;DHeapMax;2;1000;ordenado;0;0;9708
7;DHeapMax;2;1000;ordenado;0;0;9708
8;DHeapMax;2;1000;ordenado;0;0;9708
9;DHeapMax;2;1000;ordenado;0;0;9708
10;DHeapMax;2;1000;ordenado;0;0;9708
11;DHeapMax;2;1000;ordenado;0;0;9708
12;DHeapMax;2;1000;ordenado;0;0;9708
13;DHeapMax;2;1000;ordenado;0;0;9708
14;DHeapMax;2;1000;ordenado;0;0;9708
15;DHeapMax;2;1000;ordenado;0;0;9708
16;DHeapMax;2;1000;ordenado;0;0;9708
17;DHeapMax;2;1000;ordenado;0;0;9708
18;DHeapMax;2;1000;ordenado;0;0;9708
19;DHeapMax;2;1000;ordenado;0;0;9708
20;DHeapMax;2;1000;ordenado;0;0;9708
1;DHeapMax;3;1000;ordenado;0;0;6770
2;DHeapMax;3;1000;ordenado;0;0;6770
3;DHeapMax;3;1000;ordenado;0;0;6770
4;DHeapMax;3;1000;ordenado;0;0;6770
5;DHeapMax;3;1000;ordenado;0;0;6770
6;DHeapMax;3;1000;ordenado;0;0;6770
7;DHeapMax;3;1000;ordenado;0;0;6770
8;DHeapMax;3;1000;ordenado;0;0;6770
9;DHeapMax;3;1000;ordenado;0;0;6770
10;DHeapMax;3;1000;ordenado;0;0;6770
11;DHeapMax;3;1000;ordenado;0;0;6770
12;DHeapMax;3;1000;ordenado;0;0;6770
13;DHeapMax;3;1000;ordenado;0;0;6770
14;DHeapMax;3;1000;ordenado;0;0;6770
15;DHeapMax;3;1000;ordenado;0;0;6770
16;DHeapMax;3;1000;ordenado;0;0;6770
17;DHeapMax;3;1000;ordenado;0;0;6770
18;DHeapMax;3;1000;ordenado;0;0;6770
19;DHeapMax;3;1000;ordenado;0;0;6770
20;DHeapMax;3;1000;ordenado;0;0;6770
1;DHeapMax;4;1000;ordenado;0;0;5728
2;DHeapMax;4;1000;ordenado;0;0;5728
3;DHeapMax;4;1000;ordenado;0;0;5728
4;DHeapMax;4;1000;ordenado;0;0;5728
5;DHeapMax;4;1000;ordenado;0;0;5728
6;DHeapMax;4;1000;ordenado;0;0;5728
7;DHeapMax;4;1000;ordenado;0;0;5728
8;DHeapMax;4;1000;ordenado;0;0;5728
9;DHeapMax;4;1000;ordenado;0;0;5728
10;DHeapMax;4;1000;ordenado;0;0;5728
11;DHeapMax;4;1000;ordenado;0;0;5728
12;DHeapMax;4;1000;ordenado;0;0;5728
13;DHeapMax;4;1000;ordenado;0;0;5728
14;DHeapMax;4;1000;ordenado;0;0;5728
15;DHeapMax;4;1000;ordenado;0;0;5728
16;DHeapMax;4;1000;ordenado;0;0;5728
17;DHeapMax;4;1000;ordenado;0;0;5728
18;DHeapMax;4;1000;ordenado;0;0;5728
19;DHeapMax;4;1000;ordenado;0;0;5728
20;DHeapMax;4;1000;ordenado;0;0;5728
1;DHeapMax;8;1000;ordenado;0;0;4396
2;DHeapMax;8;1000;ordenado;0;0;4396
3;DHeapMax;8;1000;ordenado;0;0;4396
4;DHeapMax;8;1000;ordenado;0;0;4396
5;DHeapMax;8;1000;ordenado;0;0;4396
6;DHeapMax;8;1000;ordenado;0;0;4396
7;DHeapMax;8;1000;ordenado;0;0;4396
8;DHeapMax;8;1000;ordenado;0;0;4396
9;DHeapMax;8;1000;ordenado;0;0;4396
10;DHeapMax;8;1000;ordenado;0;0;4396
11;DHeapMax;8;1000;ordenado;0;0;4396
12;DHeapMax;8;1000;ordenado;0;0;4396
13;DHeapMax;8;1000;ordenado;0;0;4396
14;DHeapMax;8;1000;ordenado;0;0;4396
15;DHeapMax;8;1000;ordenado;0;0;4396
16;DHeapMax;8;1000;ordenado;0;0;4396
17;DHeapMax;8;1000;ordenado;0;0;4396
18;DHeapMax;8;1000;ordenado;0;0;4396
19;DHeapMax;8;1000;ordenado;0;0;4396
20;DHeapMax;8;1000;ordenado;0;0;4396
1;DHeapMin;2;1000;ordenado;0;0;8316
2;DHeapMin;2;1000;ordenado;0;0;8316
3;DHeapMin;2;1000;ordenado;0;0;8316
4;DHeapMin;2;1000;ordenado;0;0;8316
5;DHeapMin;2;1000;ordenado;0;0;8316
6;DHeapMin;2;1000;ordenado;0;0;8316
7;DHeapMin;2;1000;ordenado;0;0;8316
8;DHeapMin;2;1000;ordenado;0;0;8316
9;DHeapMin;2;1000;ordenado;0;0;8316
10;DHeapMin;2;1000;ordenado;0;0;8316
11;DHeapMin;2;1000;ordenado;0;0;8316
12;DHeapMin;2;1000;ordenado;0;0;8316
13;DHeapMin;2;1000;ordenado;0;0;8316
14;DHeapMin;2;1000;ordenado;0;0;8316
15;DHeapMin;2;1000;ordenado;0;0;8316
16;DHeapMin;2;1000;ordenado;0;0;8316
17;DHeapMin;2;1000;ordenado;0;0;8316
18;DHeapMin;2;1000;ordenado;0;0;8316
19;DHeapMin;2;1000;ordenado;0;0;8316
20;DHeapMin;2;1000;ordenado;0;0;8316
1;DHeapMin;3;1000;ordenado;0;0;5956
2;DHeapMin;3;1000;ordenado;0;0;5956
3;DHeapMin;3;1000;ordenado;0;0;5956
4;DHeapMin;3;1000;ordenado;0;0;5956
5;DHeapMin;3;1000;ordenado;0;0;5956
6;DHeapMin;3;1000;ordenado;0;0;5956
7;DHeapMin;3;1000;ordenado;0;0;5956
8;DHeapMin;3;1000;ordenado;0;0;5956
9;DHeapMin;3;1000;ordenado;0;0;5956
10;DHeapMin;3;1000;ordenado;0;0;5956
11;DHeapMin;3;1000;ordenado;0;0;5956
12;DHeapMin;3;1000;ordenado;0;0;5956
13;DHeapMin;3;1000;ordenado;0;0;5956
14;DHeapMin;3;1000;ordenado;0;0;5956
15;DHeapMin;3;1000;ordenado;0;0;5956
16;DHeapMin;3;1000;ordenado;0;0;5956
17;DHeapMin;3;1000;ordenado;0;0;5956
18;DHeapMin;3;1000;ordenado;0;0;5956
19;DHeapMin;3;1000;ordenado;0;0;5956
20;DHeapMin;3;1000;ordenado;0;0;5956
1;DHeapMin;4;1000;ordenado;0;0;5040
2;DHeapMin;4;1000;ordenado;0;0;5040
3;DHeapMin;4;1000;ordenado;0;0;5040
4;DHeapMin;4;1000;ordenado;0;0;5040
5;DHeapMin;4;1000;ordenado;0;0;5040
6;DHeapMin;4;1000;ordenado;0;0;5040
7;DHeapMin;4;1000;ordenado;0;0;5040
8;DHeapMin;4;1000;ordenado;0;0;5040
9;DHeapMin;4;1000;ordenado;0;0;5040
10;DHeapMin;4;1000;ordenado;0;0;5040
11;DHeapMin;4;1000;ordenado;0;0;5040
12;DHeapMin;4;1000;ordenado;0;0;5040
13;DHeapMin;4;1000;ordenado;0;0;5040
14;DHeapMin;4;1000;ordenado;0;0;5040
15;DHeapMin;4;1000;ordenado;0;0;5040
16;DHeapMin;4;1000;ordenado;0;0;5040
17;DHeapMin;4;1000;ordenado;0;0;5040
18;DHeapMin;4;1000;ordenado;0;0;5040
19;DHeapMin;4;1000;ordenado;0;0;5040
20;DHeapMin;4;1000;ordenado;0;0;5040
1;DHeapMin;8;1000;ordenado;0;0;3570
2;DHeapMin;8;1000;ordenado;0;0;3570
3;DHeapMin;8;1000;ordenado;0;0;3570
4;DHeapMin;8;1000;ordenado;0;0;3570
5;DHeapMin;8;1000;ordenado;0;0;3570
6;DHeapMin;8;1000;ordenado;0;0;3570
7;DHeapMin;8;1000;ordenado;0;0;3570
8;DHeapMin;8;1000;ordenado;0;0;3570
9;DHeapMin;8;1000;ordenado;0;0;3570
10;DHeapMin;8;1000;ordenado;0;0;3570
11;DHeapMin;8;1000;ordenado;0;0;3570
12;DHeapMin;8;1000;ordenado;0;0;3570
13;DHeapMin;8;1000;ordenado;0;0;3570
14;DHeapMin;8;1000;ordenado;0;0;3570
15;DHeapMin;8;1000;ordenado;0;0;3570
16;DHeapMin;8;1000;ordenado;0;0;3570
17;DHeapMin;8;1000;ordenado;0;0;3570
18;DHeapMin;8;1000;ordenado;0;0;3570
19;DHeapMin;8;1000;ordenado;0;0;3570
20;DHeapMin;8;1000;ordenado;0;0;3570
1;SmoothSort;1;1000;ordenado;0;0;0
2;SmoothSort;1;1000;ordenado;0;0;0
3;SmoothSort;1;1000;ordenado;0;0;0
4;SmoothSort;1;1000;ordenado;0;0;0
5;SmoothSort;1;1000;ordenado;0;0;0
6;SmoothSort;1;1000;ordenado;0;0;0
7;SmoothSort;1;1000;ordenado;0;0;0
8;SmoothSort;1;1000;ordenado;0;0;0
9;SmoothSort;1;1000;ordenado;0;0;0
10;SmoothSort;1;1000;ordenado;0;0;0
11;SmoothSort;1;1000;ordenado;0;0;0
12;SmoothSort;1;1000;ordenado;0;0;0
13;SmoothSort;1;1000;ordenado;0;0;0
14;SmoothSort;1;1000;ordenado;0;0;0
15;SmoothSort;1;1000;ordenado;0;0;0
16;SmoothSort;1;1000;ordenado;0;0;0
17;SmoothSort;1;1000;ordenado;0;0;0
18;SmoothSort;1;1000;ordenado;0;0;0
19;SmoothSort;1;1000;ordenado;0;0;0
20;SmoothSort;1;1000;ordenado;0;0;0
1;DHeapMax;2;1000;invertido;0;0;8316
2;DHeapMax;2;1000;invertido;0;0;8316
3;DHeapMax;2;1000;invertido;0;0;8316
4;DHeapMax;2;1000;invertido;0;0;8316
5;DHeapMax;2;1000;invertido;0;0;8316
6;DHeapMax;2;1000;invertido;0;0;8316
7;DHeapMax;2;1000;invertido;0;0;8316
8;DHeapMax;2;1000;invertido;0;0;8316
9;DHeapMax;2;1000;invertido;0;0;8316
10;DHeapMax;2;1000;invertido;0;0;8316
11;DHeapMax;2;1000;invertido;0;0;8316
12;DHeapMax;2;1000;invertido;0;0;8316
13;DHeapMax;2;1000;invertido;0;0;8316
14;DHeapMax;2;1000;invertido;0;0;8316
15;DHeapMax;2;1000;invertido;0;0;8316
16;DHeapMax;2;1000;invertido;0;0;8316
17;DHeapMax;2;1000;invertido;0;0;8316
18;DHeapMax;2;1000;invertido;0;0;8316
19;DHeapMax;2;1000;invertido;0;0;8316
20;DHeapMax;2;1000;invertido;0;0;8316
1;DHeapMax;3;1000;invertido;0;0;5956
2;DHeapMax;3;1000;invertido;0;0;5956
3;DHeapMax;3;1000;invertido;0;0;5956
4;DHeapMax;3;1000;invertido;0;0;5956
5;DHeapMax;3;1000;invertido;0;0;5956
6;DHeapMax;3;1000;invertido;0;0;5956
7;DHeapMax;3;1000;invertido;0;0;5956
8;DHeapMax;3;1000;invertido;0;0;5956
9;DHeapMax;3;1000;invertido;0;0;5956
10;DHeapMax;3;1000;invertido;0;0;5956
11;DHeapMax;3;1000;invertido;0;0;5956
12;DHeapMax;3;1000;invertido;0;0;5956
13;DHeapMax;3;1000;invertido;0;0;5956
14;DHeapMax;3;1000;invertido;0;0;5956
15;DHeapMax;3;1000;invertido;0;0;5956
16;DHeapMax;3;1000;invertido;0;0;5956
17;DHeapMax;3;1000;invertido;0;0;5956
18;DHeapMax;3;1000;invertido;0;0;5956
19;DHeapMax;3;1000;invertido;0;0;5956
20;DHeapMax;3;1000;invertido;0;0;5956
1;DHeapMax;4;1000;invertido;0;0;5040
2;DHeapMax;4;1000;invertido;0;0;5040
3;DHeapMax;4;1000;invertido;0;0;5040
4;DHeapMax;4;1000;invertido;0;0;5040
5;DHeapMax;4;1000;invertido;0;0;5040
6;DHeapMax;4;1000;invertido;0;0;5040
7;DHeapMax;4;1000;invertido;0;0;5040
8;DHeapMax;4;1000;invertido;0;0;5040
9;DHeapMax;4;1000;invertido;0;0;5040
10;DHeapMax;4;1000;invertido;0;0;5040
11;DHeapMax;4;1000;invertido;0;0;5040
12;DHeapMax;4;1000;invertido;0;0;5040
13;DHeapMax;4;1000;invertido;0;0;5040
14;DHeapMax;4;1000;invertido;0;0;5040
15;DHeapMax;4;1000;invertido;0;0;5040
16;DHeapMax;4;1000;invertido;0;0;5040
17;DHeapMax;4;1000;invertido;0;0;5040
18;DHeapMax;4;1000;invertido;0;0;5040
19;DHeapMax;4;1000;invertido;0;0;5040
20;DHeapMax;4;1000;invertido;0;0;5040
1;DHeapMax;8;1000;invertido;0;0;3570
2;DHeapMax;8;1000;invertido;0;0;3570
3;DHeapMax;8;1000;invertido;0;0;3570
4;DHeapMax;8;1000;invertido;0;0;3570
5;DHeapMax;8;1000;invertido;0;0;3570
6;DHeapMax;8;1000;invertido;0;0;3570
7;DHeapMax;8;1000;invertido;0;0;3570
8;DHeapMax;8;1000;invertido;0;0;3570
9;DHeapMax;8;1000;invertido;0;0;3570
10;DHeapMax;8;1000;invertido;0;0;3570
11;DHeapMax;8;1000;invertido;0;0;3570
12;DHeapMax;8;1000;invertido;0;0;3570
13;DHeapMax;8;1000;invertido;0;0;3570
14;DHeapMax;8;1000;invertido;0;0;3570
15;DHeapMax;8;1000;invertido;0;0;3570
16;DHeapMax;8;1000;invertido;0;0;3570
17;DHeapMax;8;1000;invertido;0;0;3570
18;DHeapMax;8;1000;invertido;0;0;3570
19;DHeapMax;8;1000;invertido;0;0;3570
20;DHeapMax;8;1000;invertido;0;0;3570
1;DHeapMin;2;1000;invertido;0;0;9708
2;DHeapMin;2;1000;invertido;0;0;9708
3;DHeapMin;2;1000;invertido;0;0;9708
4;DHeapMin;2;1000;invertido;0;0;9708
5;DHeapMin;2;1000;invertido;0;0;9708
6;DHeapMin;2;1000;invertido;0;0;9708
7;DHeapMin;2;1000;invertido;0;0;9708
8;DHeapMin;2;1000;invertido;0;0;9708
9;DHeapMin;2;1000;invertido;0;0;9708
10;DHeapMin;2;1000;invertido;0;0;9708
11;DHeapMin;2;1000;invertido;0;0;9708
12;DHeapMin;2;1000;invertido;0;0;9708
13;DHeapMin;2;1000;invertido;0;0;9708
14;DHeapMin;2;1000;invertido;0;0;9708
15;DHeapMin;2;1000;invertido;0;0;9708
16;DHeapMin;2;1000;invertido;0;0;9708
17;DHeapMin;2;1000;invertido;0;0;9708
18;DHeapMin;2;1000;invertido;0;0;9708
19;DHeapMin;2;1000;invertido;0;0;9708
20;DHeapMin;2;1000;invertido;0;0;9708
1;DHeapMin;3;1000;invertido;0;0;6770
2;DHeapMin;3;1000;invertido;0;0;6770
3;DHeapMin;3;1000;invertido;0;0;6770
4;DHeapMin;3;1000;invertido;0;0;6770
5;DHeapMin;3;1000;invertido;0;0;6770
6;DHeapMin;3;1000;invertido;0;0;6770
7;DHeapMin;3;1000;invertido;0;0;6770
8;DHeapMin;3;1000;invertido;0;0;6770
9;DHeapMin;3;1000;invertido;0;0;6770
10;DHeapMin;3;1000;invertido;0;0;6770
11;DHeapMin;3;1000;invertido;0;0;6770
12;DHeapMin;3;1000;invertido;0;0;6770
13;DHeapMin;3;1000;invertido;0;0;6770
14;DHeapMin;3;1000;invertido;0;0;6770
15;DHeapMin;3;1000;invertido;0;0;6770
16;DHeapMin;3;1000;invertido;0;0;6770
17;DHeapMin;3;1000;invertido;0;0;6770
18;DHeapMin;3;1000;invertido;0;0;6770
19;DHeapMin;3;1000;invertido;0;0;6770
20;DHeapMin;3;1000;invertido;0;0;6770
1;DHeapMin;4;1000;invertido;0;0;5728
2;DHeapMin;4;1000;invertido;0;0;5728
3;DHeapMin;4;1000;invertido;0;0;5728
4;DHeapMin;4;1000;invertido;0;0;5728
5;DHeapMin;4;1000;invertido;0;0;5728
6;DHeapMin;4;1000;invertido;0;0;5728
7;DHeapMin;4;1000;invertido;0;0;5728
8;DHeapMin;4;1000;invertido;0;0;5728
9;DHeapMin;4;1000;invertido;0;0;5728
10;DHeapMin;4;1000;invertido;0;0;5728
11;DHeapMin;4;1000;invertido;0;0;5728
12;DHeapMin;4;1000;invertido;0;0;5728
13;DHeapMin;4;1000;invertido;0;0;5728
14;DHeapMin;4;1000;invertido;0;0;5728
15;DHeapMin;4;1000;invertido;0;0;5728
16;DHeapMin;4;1000;invertido;0;0;5728
17;DHeapMin;4;1000;invertido;0;0;5728
18;DHeapMin;4;1000;invertido;0;0;5728
19;DHeapMin;4;1000;invertido;0;0;5728
20;DHeapMin;4;1000;invertido;0;0;5728
1;DHeapMin;8;1000;invertido;0;0;4396
2;DHeapMin;8;1000;invertido;0;0;4396
3;DHeapMin;8;1000;invertido;0;0;4396
4;DHeapMin;8;1000;invertido;0;0;4396
5;DHeapMin;8;1000;invertido;0;0;4396
6;DHeapMin;8;1000;invertido;0;0;4396
7;DHeapMin;8;1000;invertido;0;0;4396
8;DHeapMin;8;1000;invertido;0;0;4396
9;DHeapMin;8;1000;invertido;0;0;4396
10;DHeapMin;8;1000;invertido;0;0;4396
11;DHeapMin;8;1000;invertido;0;0;4396
12;DHeapMin;8;1000;invertido;0;0;4396
13;DHeapMin;8;1000;invertido;0;0;4396
14;DHeapMin;8;1000;invertido;0;0;4396
15;DHeapMin;8;1000;invertido;0;0;4396
16;DHeapMin;8;1000;invertido;0;0;4396
17;DHeapMin;8;1000;invertido;0;0;4396
18;DHeapMin;8;1000;invertido;0;0;4396
19;DHeapMin;8;1000;invertido;0;0;4396
20;DHeapMin;8;1000;invertido;0;0;4396
1;SmoothSort;1;1000;invertido;0;0;11154
2;SmoothSort;1;1000;invertido;0;0;11154
3;SmoothSort;1;1000;invertido;0;0;11154
4;SmoothSort;1;1000;invertido;0;0;11154
5;SmoothSort;1;1000;invertido;0;0;11154
6;SmoothSort;1;1000;invertido;0;0;11154
7;SmoothSort;1;1000;invertido;0;0;11154
8;SmoothSort;1;1000;invertido;0;0;11154
9;SmoothSort;1;1000;invertido;0;0;11154
10;SmoothSort;1;1000;invertido;0;0;11154
11;SmoothSort;1;1000;invertido;0;0;11154
12;SmoothSort;1;1000;invertido;0;0;11154
13;SmoothSort;1;1000;invertido;0;0;11154
14;SmoothSort;1;1000;invertido;0;0;11154
15;SmoothSort;1;1000;invertido;0;0;11154
16;SmoothSort;1;1000;invertido;0;0;11154
17;SmoothSort;1;1000;invertido;0;0;11154
18;SmoothSort;1;1000;invertido;0;0;11154
19;SmoothSort;1;1000;invertido;0;0;11154
20;SmoothSort;1;1000;invertido;0;0;11154
1;DHeapMax;2;10000;aleatorio;1;0;124165
2;DHeapMax;2;10000;aleatorio;1;0;124165
3;DHeapMax;2;10000;aleatorio;1;0;124165
4;DHeapMax;2;10000;aleatorio;2;0;124165
5;DHeapMax;2;10000;aleatorio;2;0;124165
6;DHeapMax;2;10000;aleatorio;2;0;124165
7;DHeapMax;2;10000;aleatorio;2;0;124165
8;DHeapMax;2;10000;aleatorio;2;0;124165
9;DHeapMax;2;10000;aleatorio;1;0;124165
10;DHeapMax;2;10000;aleatorio;1;0;124165
11;DHeapMax;2;10000;aleatorio;1;0;124165
12;DHeapMax;2;10000;aleatorio;1;0;124165
13;DHeapMax;2;10000;aleatorio;1;0;124165
14;DHeapMax;2;10000;aleatorio;1;0;124165
15;DHeapMax;2;10000;aleatorio;2;0;124165
16;DHeapMax;2;10000;aleatorio;1;0;124165
17;DHeapMax;2;10000;aleatorio;1;0;124165
18;DHeapMax;2;10000;aleatorio;1;0;124165
19;DHeapMax;2;10000;aleatorio;1;0;124165
20;DHeapMax;2;10000;aleatorio;1;0;124165
1;DHeapMax;3;10000;aleatorio;1;0;83621
2;DHeapMax;3;10000;aleatorio;1;0;83621
3;DHeapMax;3;10000;aleatorio;1;0;83621
4;DHeapMax;3;10000;aleatorio;1;0;83621
5;DHeapMax;3;10000;aleatorio;1;0;83621
6;DHeapMax;3;10000;aleatorio;1;0;83621
